,word,Corr,Err,Acc,RT,zRT,Subtlex_raw_C1,Subtlex_raw_C2,Subtlex_CD_C1,Subtlex_CD_C2,Google_freq_C1,Google_freq_C2,Subtlex_raw_W,Subtlex_CD_W,Google_freq_W,C1_ID,C2_ID,neighborhood_C1,neighborhood_C2,FSC_C1,FSC_C2,homophone_C1,homophone_C2,nomeaning_C1,nomeaning_C2
0,一刀,29,2,0.94,677.79,0.12,604056,4999,6240,1946,34200000,2290000,,,313000,1,25,55,38,0.279151034,0.440801743,1,11,7,5
1,一口,27,5,0.85,698.89,0.24,604056,21385,6240,5406,34200000,2710000,,,792000,1,435,55,83,0.279151034,0.190461532,1,4,7,5
2,一分,32,1,0.97,628.78,-0.23,604056,48396,6240,6077,34200000,11700000,952,675,533000,1,135,55,119,0.279151034,0.241183098,1,45,7,16
3,一切,32,0,1,560.91,-0.61,604056,28202,6240,5640,34200000,1530000,21709,5326,2030000,1,26,55,39,0.279151034,0.306652067,1,7,7,7
4,一心,29,4,0.88,646.34,0.03,604056,83418,6240,6225,34200000,11900000,137,128,452000,1,962,55,154,0.279151034,0.325913782,1,18,7,4
5,一手,28,4,0.88,628.61,-0.27,604056,75608,6240,6186,34200000,9260000,107,97,780000,1,136,55,136,0.279151034,0.311272365,1,21,7,7
6,一斤,29,3,0.91,590.66,-0.36,604056,369,6240,226,34200000,496000,,,152000,1,3211,55,3,0.279151034,0.858155787,1,7,7,2
7,一半,31,2,0.94,576.94,-0.46,604056,10910,6240,4341,34200000,10600000,2633,1673,976000,1,299,55,27,0.279151034,0.276569564,1,3,7,4
8,一旦,28,5,0.85,639.57,-0.23,604056,3661,6240,2154,34200000,442000,2922,1939,670000,1,3365,55,4,0.279151034,0.301401765,1,9,7,3
9,一生,32,0,1,577,-0.57,604056,162725,6240,6237,34200000,10500000,2437,1650,1150000,1,232,55,114,0.279151034,0.277095044,1,10,7,19
10,一共,19,12,0.61,729.32,0.46,604056,7769,6240,3605,34200000,10500000,507,429,478000,1,303,55,20,0.279151034,0.311430263,1,0,7,4
11,一再,30,3,0.91,665.5,0.15,604056,78039,6240,6230,34200000,12200000,68,61,403000,1,304,55,17,0.279151034,0.348182231,1,4,7,7
12,一同,27,5,0.85,736.78,0.44,604056,42995,6240,6029,34200000,11500000,276,229,720000,1,638,55,53,0.279151034,0.265881601,1,41,7,6
13,一向,30,2,0.94,576.53,-0.48,604056,24596,6240,5538,34200000,15300000,510,440,1030000,1,413,55,39,0.279151034,0.280988385,1,8,7,6
14,一早,29,2,0.94,609.1,-0.18,604056,26160,6240,5670,34200000,8450000,326,295,586000,1,399,55,38,0.279151034,0.381343145,1,13,7,4
15,一些,32,1,0.97,544.84,-0.62,604056,113122,6240,6229,34200000,1680000,17133,4907,2080000,1,1951,55,12,0.279151034,0.572020921,1,4,7,3
16,一併,31,2,0.94,692.35,0.24,604056,26283,6240,5393,34200000,824000,27,27,457000,1,1919,55,7,0.279151034,0.390209554,1,4,7,1
17,一來,23,7,0.76,672.74,0.18,604056,377902,6240,6242,34200000,15400000,162,149,483000,1,311,55,62,0.279151034,0.291529592,1,12,7,9
18,一味,22,9,0.7,749.09,0.44,604056,11803,6240,4466,34200000,3290000,10,10,454000,1,813,55,37,0.279151034,0.416611087,1,0,7,5
19,一定,32,1,0.97,559.09,-0.64,604056,81657,6240,6219,34200000,3140000,20273,5274,2690000,1,371,55,97,0.279151034,0.273296683,1,3,7,5
20,一直,33,0,1,525.06,-0.76,604056,46163,6240,6143,34200000,3810000,24551,5731,2720000,1,1605,55,44,0.279151034,0.260614921,1,32,7,9
21,一則,23,7,0.76,725.17,0.48,604056,8312,6240,3735,34200000,9190000,8,8,872000,1,3366,55,15,0.279151034,0.228891146,1,11,7,8
22,一度,30,2,0.94,637.57,-0.05,604056,17384,6240,5042,34200000,11500000,80,76,1700000,1,1753,55,59,0.279151034,0.209180939,1,19,7,11
23,一律,30,2,0.94,614.13,-0.38,604056,12028,6240,3042,34200000,1170000,31,29,538000,1,1614,55,16,0.279151034,0.275721982,1,28,7,4
24,一流,32,1,0.97,550.5,-0.59,604056,11946,6240,4331,34200000,2520000,346,271,589000,1,375,55,79,0.279151034,0.303160044,1,52,7,8
25,一致,33,0,1,577.7,-0.45,604056,6199,6240,3135,34200000,5770000,1087,826,831000,1,1446,55,30,0.279151034,0.260390696,1,39,7,4
26,一面,31,2,0.94,587,-0.41,604056,67015,6240,6200,34200000,3930000,887,663,626000,1,376,55,103,0.279151034,0.265263663,1,4,7,7
27,一旁,21,7,0.76,678.19,0.12,604056,3900,6240,2429,34200000,1190000,129,121,332000,1,861,55,12,0.279151034,0.408789479,1,19,7,4
28,一時,30,3,0.91,645.07,0,604056,162611,6240,6240,34200000,17200000,583,510,621000,1,91,55,95,0.279151034,0.281026504,1,10,7,11
29,一般,30,1,0.97,583.77,-0.56,604056,4611,6240,2632,34200000,1260000,2586,1788,2810000,1,3367,55,4,0.279151034,0.391810849,1,2,7,1
30,一起,32,1,0.97,545.69,-0.74,604056,127575,6240,6238,34200000,12100000,32889,5873,2910000,1,422,55,117,0.279151034,0.184184427,1,15,7,12
31,一陣,32,0,1,595.25,-0.34,604056,2429,6240,1564,34200000,1020000,499,431,644000,1,1154,55,23,0.279151034,0.366454918,1,5,7,3
32,一帶,23,7,0.76,704.96,0.67,604056,45283,6240,6062,34200000,9300000,172,150,958000,1,424,55,53,0.279151034,0.291459395,1,9,7,6
33,一貫,29,2,0.94,674.34,0.15,604056,486,6240,408,34200000,412000,163,150,505000,1,1206,55,7,0.279151034,0.335508186,1,18,7,5
34,一塊,32,1,0.97,563.56,-0.6,604056,11381,6240,3795,34200000,971000,233,194,653000,1,3368,55,11,0.279151034,0.302059655,1,13,7,2
35,一會,30,3,0.91,599.87,-0.37,604056,321488,6240,6242,34200000,33600000,1013,784,444000,1,359,55,87,0.279151034,0.273754745,1,12,7,13
36,一概,31,2,0.94,621.52,-0.27,604056,5532,6240,2937,34200000,1230000,17,17,363000,1,2347,55,13,0.279151034,0.243498683,1,16,7,4
37,一經,6,19,0.24,1022.83,1.84,604056,80207,6240,6214,34200000,8790000,16,15,732000,1,274,55,37,0.279151034,0.229982207,1,14,7,11
38,一路,29,2,0.94,630.69,-0.11,604056,23462,6240,5258,34200000,12000000,1001,721,1140000,1,56,55,74,0.279151034,0.332467737,1,17,7,7
39,一道,18,13,0.58,778.11,0.65,604056,230531,6240,6241,34200000,13100000,64,55,506000,1,797,55,72,0.279151034,0.252725125,1,19,7,12
40,一齊,33,0,1,581.06,-0.48,604056,1671,6240,945,34200000,1160000,44,26,1050000,1,206,55,17,0.279151034,0.217448325,1,9,7,8
41,一樣,32,1,0.97,537.31,-0.81,604056,161409,6240,6237,34200000,1720000,28861,5906,1500000,1,1977,55,22,0.279151034,0.346042769,1,16,7,3
42,一點,32,1,0.97,597.72,-0.3,604056,128025,6240,6237,34200000,12300000,20342,5326,1130000,1,216,55,74,0.279151034,0.177380068,1,5,7,21
43,一邊,31,0,1,595.84,-0.31,604056,30972,6240,5769,34200000,2890000,2594,1638,747000,1,2047,55,37,0.279151034,0.337293636,1,13,7,8
44,一體,26,7,0.79,708.31,0.19,604056,26590,6240,5453,34200000,2560000,126,109,545000,1,458,55,81,0.279151034,0.246339632,1,3,7,11
45,冰刀,11,17,0.39,776.18,0.72,6145,4999,2393,1946,1670000,2290000,18,12,6240,2,25,30,38,0.38076013,0.440801743,7,11,4,5
46,冰塊,33,0,1,593.12,-0.35,6145,11381,2393,3795,1670000,971000,264,193,139000,2,3368,30,11,0.38076013,0.302059655,7,13,4,2
47,冰點,28,4,0.88,730.21,0.49,6145,128025,2393,6237,1670000,12300000,8,7,81100,2,216,30,74,0.38076013,0.177380068,7,5,4,21
48,冰山,31,1,0.97,576.84,-0.45,6145,8779,2393,2648,1670000,10900000,106,81,236000,2,783,30,53,0.38076013,0.368204823,7,16,4,3
49,冰水,24,5,0.82,738.38,0.66,6145,21793,2393,5083,1670000,12400000,3,2,155000,2,73,30,154,0.38076013,0.356230387,7,11,4,5
50,冰雪,29,3,0.91,631.66,-0.15,6145,3731,2393,1444,1670000,1500000,71,39,396000,2,893,30,20,0.38076013,0.451375612,7,3,4,4
51,冰袋,32,1,0.97,660.97,0.14,6145,5787,2393,2741,1670000,1770000,26,22,57900,2,1635,30,15,0.38076013,0.345435303,7,0,4,2
52,冰鎮,30,3,0.91,694.9,0.28,6145,5601,2393,2096,1670000,962000,54,46,131000,2,500,30,15,0.38076013,0.388147449,7,16,4,8
53,冰川,27,6,0.82,729.89,0.33,6145,777,2393,215,1670000,1440000,100,40,278000,2,3369,30,3,0.38076013,0.27196001,7,13,4,3
54,冰河,28,5,0.85,656.61,0.05,6145,3471,2393,1428,1670000,1760000,38,21,327000,2,569,30,30,0.38076013,0.399289924,7,7,4,3
55,冰峰,23,6,0.79,776.7,0.76,6145,748,2393,520,1670000,1180000,,,6500,2,755,30,9,0.38076013,0.284518712,7,24,4,4
56,冰涼,31,2,0.94,654.23,0,6145,1023,2393,736,1670000,606000,45,40,338000,2,1795,30,24,0.38076013,0.384743733,7,16,4,2
57,冰柱,26,6,0.82,784.27,0.93,6145,551,2393,386,1670000,839000,21,16,16800,2,2265,30,14,0.38076013,0.33021754,7,19,4,3
58,冰球,24,5,0.82,651.88,0.13,6145,24351,2393,4092,1670000,2650000,199,69,86400,2,988,30,60,0.38076013,0.398918514,7,32,4,4
59,冰棒,27,6,0.82,693.48,0.21,6145,20010,2393,4494,1670000,1010000,68,18,123000,2,977,30,8,0.38076013,0.386746412,7,1,4,3
60,冰箱,32,1,0.97,596.47,-0.44,6145,5936,2393,2454,1670000,1690000,739,551,431000,2,2310,30,16,0.38076013,0.309536571,7,34,4,2
61,冰雕,30,2,0.94,625.93,-0.08,6145,858,2393,443,1670000,456000,42,22,161000,2,1087,30,14,0.38076013,0.603711236,7,19,4,4
62,冰封,30,2,0.94,684.83,0.18,6145,5258,2393,2348,1670000,1700000,,,189000,2,35,30,26,0.38076013,0.269043567,7,24,4,6
63,冰冷,33,0,1,622.52,-0.14,6145,9199,2393,3680,1670000,1660000,194,168,264000,2,897,30,41,0.38076013,0.39104366,7,0,4,7
64,冰糖,32,1,0.97,634.25,-0.25,6145,4066,2393,1791,1670000,1490000,15,8,150000,2,113,30,19,0.38076013,0.478242373,7,30,4,3
65,冰凍,31,1,0.97,636.68,-0.13,6145,1620,2393,910,1670000,781000,163,96,369000,2,2333,30,10,0.38076013,0.38012898,7,5,4,3
66,冰窖,18,15,0.55,798.94,0.71,6145,171,2393,118,1670000,223000,6,5,7620,2,3370,30,2,0.38076013,0.436339488,7,12,4,2
67,冰雹,29,3,0.91,667.66,0.16,6145,36,2393,22,1670000,47000,34,20,101000,2,3371,30,1,0.38076013,0.819890082,7,19,4,1
68,冰磚,28,5,0.85,681.96,0.22,6145,461,2393,241,1670000,614000,2,2,6400,2,743,30,16,0.38076013,0.450363755,7,25,4,2
69,冰錐,15,12,0.55,771.4,0.74,6145,95,2393,67,1670000,188000,38,23,3290,2,2312,30,4,0.38076013,0.392394572,7,27,4,3
70,尖刀,26,6,0.82,669.5,-0.07,2358,4999,1415,1946,1260000,2290000,8,8,37100,3,25,22,38,0.254847481,0.440801743,24,11,6,5
71,尖聲,29,2,0.94,599.86,-0.31,2358,18258,1415,5058,1260000,1300000,,,22700,3,564,22,64,0.254847481,0.406526832,24,22,6,6
72,尖頭,25,5,0.82,746.68,0.45,2358,49069,1415,6092,1260000,9590000,22,18,223000,3,1072,22,131,0.254847481,0.233845212,24,4,6,8
73,尖頂,21,7,0.76,708.52,0.45,2358,5080,1415,2608,1260000,3230000,38,14,38400,3,846,22,27,0.254847481,0.346172732,24,0,6,9
74,尖削,28,4,0.88,789.57,0.83,2358,437,1415,343,1260000,624000,,,11500,3,1429,22,11,0.254847481,0.248104766,24,6,6,1
75,尖酸,29,3,0.91,623.17,-0.19,2358,1527,1415,896,1260000,931000,50,40,40200,3,448,22,22,0.254847481,0.432325377,24,16,6,5
76,尖刻,20,11,0.64,607.7,-0.21,2358,9844,1415,4038,1260000,735000,36,31,12700,3,530,22,27,0.254847481,0.354478774,24,11,6,5
77,尖端,31,2,0.94,641.61,-0.09,2358,2113,1415,1437,1260000,1190000,59,55,376000,3,1329,22,26,0.254847481,0.266050957,24,2,6,6
78,尖叫,32,0,1,561.19,-0.59,2358,41269,1415,5999,1260000,3490000,973,645,416000,3,714,22,26,0.254847481,0.448810458,24,7,6,6
79,尖銳,32,1,0.97,691.28,0.25,2358,424,1415,354,1260000,419000,79,74,166000,3,1273,22,9,0.254847481,0.289711955,24,14,6,4
80,佩刀,12,17,0.42,763.25,0.84,2476,4999,856,1946,513000,2290000,,,10200,4,25,7,38,0.416681896,0.440801743,13,11,2,5
81,佩帶,25,7,0.79,743.32,0.54,2476,45283,856,6062,513000,9300000,21,20,63100,4,424,7,53,0.416681896,0.291459395,13,9,2,6
82,佩劍,22,11,0.67,708.36,0.45,2476,1538,856,476,513000,701000,6,4,16200,4,826,7,12,0.416681896,0.382105317,13,0,2,1
83,佩服,32,1,0.97,522.72,-0.83,2476,24279,856,5496,513000,2370000,214,188,406000,4,1252,7,52,0.416681896,0.257217673,13,24,2,9
84,刺刀,26,7,0.79,651.27,0.15,4820,4999,2472,1946,731000,2290000,71,31,26100,5,25,25,38,0.334928626,0.440801743,27,11,6,5
85,刺眼,30,1,0.97,606.73,-0.3,4820,19247,2472,5237,731000,3450000,45,42,79200,5,973,25,60,0.334928626,0.355340384,27,1,6,5
86,刺殺,31,1,0.97,611.23,-0.31,4820,47122,2472,4962,731000,1370000,243,162,148000,5,260,25,44,0.334928626,0.430307159,27,14,6,4
87,刺耳,28,2,0.94,635,-0.26,4820,3964,2472,2129,731000,1210000,58,55,64200,5,1697,25,18,0.334928626,0.247310365,27,24,6,4
88,刺痛,33,0,1,580.39,-0.34,4820,8963,2472,3611,731000,1950000,,,152000,5,186,25,41,0.334928626,0.530760041,27,1,6,3
89,刺針,25,3,0.88,712.68,0.39,4820,3118,2472,1732,731000,819000,3,3,59500,5,1035,25,19,0.334928626,0.316194022,27,18,6,4
90,刺破,32,1,0.97,654.88,0.03,4820,10541,2472,4208,731000,2770000,,,40900,5,716,25,50,0.334928626,0.277328144,27,1,6,9
91,刺客,33,0,1,683.33,-0.05,4820,12810,2472,4261,731000,6970000,155,78,518000,5,1246,25,57,0.334928626,0.328273412,27,4,6,6
92,刺青,31,1,0.97,646.65,0.01,4820,3107,2472,1652,731000,6370000,,,150000,5,888,25,26,0.334928626,0.242958863,27,19,6,5
93,刺骨,31,1,0.97,662.32,-0.03,4820,5311,2472,2149,731000,1360000,31,29,32700,5,1032,25,39,0.334928626,0.397831751,27,16,6,5
94,刺穿,31,1,0.97,652.87,0.08,4820,17175,2472,4855,731000,3110000,,,67800,5,1755,25,25,0.334928626,0.341741464,27,13,6,3
95,刺探,31,1,0.97,664.06,0.15,4820,12125,2472,2918,731000,1150000,28,16,21600,5,794,25,34,0.334928626,0.280434392,27,4,6,7
96,刺猬,32,1,0.97,666.72,0,4820,16,2472,9,731000,2590,16,9,42500,5,3372,25,1,0.334928626,,27,36,6,1
97,刺蝟,32,0,1,628,-0.13,4820,16,2472,9,731000,17200,16,9,90800,5,3373,25,1,0.334928626,0,27,36,6,1
98,刺鼻,27,6,0.82,659.67,0.03,4820,2373,2472,1318,731000,1430000,15,14,62900,5,908,25,20,0.334928626,0.377387468,27,21,6,3
99,刺激,32,0,1,565.16,-0.54,4820,10237,2472,4107,731000,1810000,1315,958,1680000,5,584,25,26,0.334928626,0.332573395,27,19,6,4
100,刺繡,27,2,0.94,693.78,0.11,4820,176,2472,87,731000,392000,61,16,361000,5,985,25,4,0.334928626,0.500646986,27,15,6,2
101,抽刀,15,14,0.52,715.2,0.29,4423,4999,2177,1946,1310000,2290000,,,22200,6,25,22,38,0.314936097,0.440801743,22,11,6,5
102,抽樣,32,1,0.97,718.59,0.43,4423,161409,2177,6237,1310000,1720000,7,7,151000,6,1977,22,22,0.314936097,0.346042769,22,9,6,3
103,抽水,31,2,0.94,655.58,-0.02,4423,21793,2177,5083,1310000,12400000,16,11,785000,6,73,22,154,0.314936097,0.356230387,22,11,6,5
104,抽身,33,0,1,621.18,-0.21,4423,38760,2177,6010,1310000,4050000,78,76,85900,6,85,22,88,0.314936097,0.315884976,22,32,6,7
105,抽氣,23,6,0.79,743.39,0.47,4423,28334,2177,5724,1310000,1360000,,,187000,6,442,22,128,0.314936097,0.295213488,22,28,6,12
106,抽去,29,4,0.88,718.93,0.37,4423,232346,2177,6241,1310000,12800000,,,14800,6,365,22,62,0.314936097,0.288346197,22,7,6,7
107,抽空,31,1,0.97,582.03,-0.4,4423,15517,2177,4618,1310000,2760000,120,115,249000,6,153,22,64,0.314936097,0.274278652,22,21,6,7
108,抽象,32,0,1,639.78,-0.12,4423,17007,2177,4799,1310000,1210000,58,51,368000,6,1211,22,20,0.314936097,0.272796519,22,13,6,3
109,抽煙,28,2,0.94,608.43,-0.35,4423,5276,2177,2085,1310000,1140000,882,558,251000,6,1042,22,30,0.314936097,0.40311386,22,17,6,5
110,抽調,15,14,0.52,913,1.14,4423,14539,2177,4336,1310000,1240000,7,7,42200,6,449,22,63,0.314936097,0.25933743,22,4,6,14
111,抽出,31,1,0.97,626.16,-0.22,4423,129404,2177,6239,1310000,16200000,171,156,385000,6,28,22,229,0.314936097,0.243253805,22,5,6,8
112,抽獎,33,0,1,626.67,-0.17,4423,5791,2177,2201,1310000,1660000,44,31,524000,6,2177,22,25,0.314936097,0.521396697,22,9,6,3
113,抽籤,31,1,0.97,567.55,-0.54,4423,5898,2177,2456,1310000,410000,106,60,407000,6,3032,22,8,0.314936097,0.379764261,22,28,6,5
114,抽血,32,1,0.97,573.13,-0.45,4423,14874,2177,3601,1310000,2530000,45,36,139000,6,901,22,53,0.314936097,0.413135889,22,8,6,3
115,抽取,29,3,0.91,623.41,-0.17,4423,12409,2177,4588,1310000,2640000,42,34,302000,6,773,22,79,0.314936097,0.259241509,22,6,6,4
116,抽稅,25,5,0.82,737.16,0.68,4423,1301,2177,680,1310000,992000,1,1,15300,6,521,22,35,0.314936097,0.448963164,22,17,6,2
117,抽查,30,2,0.94,663.33,0.02,4423,31095,2177,4609,1310000,3070000,14,12,148000,6,842,22,50,0.314936097,0.411924193,22,11,6,4
118,抽打,17,14,0.55,754.59,0.58,4423,79262,2177,6203,1310000,12300000,38,16,29200,6,230,22,93,0.314936097,0.338459359,22,0,6,7
119,抽泣,23,6,0.79,737.09,0.48,4423,563,2177,408,1310000,312000,17,15,19700,6,1913,22,7,0.314936097,0.506087919,22,17,6,2
120,抽屜,31,2,0.94,633.84,-0.23,4423,395,2177,298,1310000,9220,389,294,203000,6,3374,22,1,0.314936097,0.562667489,22,15,6,2
121,抽筋,32,0,1,567.44,-0.52,4423,728,2177,587,1310000,696000,143,116,319000,6,1197,22,7,0.314936097,0.412416235,22,7,6,3
122,抽搐,31,2,0.94,673.03,0.06,4423,118,2177,89,1310000,9190,118,89,144000,6,3375,22,1,0.314936097,0.711884558,22,53,6,1
123,剃刀,31,1,0.97,633.42,-0.09,423,4999,263,1946,504000,2290000,97,67,69300,7,25,2,38,0.498514003,0.440801743,15,11,1,5
124,剃頭,30,2,0.94,629.5,-0.1,423,49069,263,6092,504000,9590000,29,14,110000,7,1072,2,131,0.498514003,0.233845212,15,4,1,8
125,持刀,29,1,0.97,649.1,-0.01,17301,4999,5058,1946,4350000,2290000,,,266000,8,25,23,38,0.288497983,0.440801743,48,11,6,5
126,持股,21,7,0.76,839.9,1.05,17301,5724,5058,2489,4350000,17500000,,,423000,8,86,23,16,0.288497983,0.355326956,48,22,6,5
127,持槍,28,1,0.97,702.64,0.17,17301,21732,5058,3354,4350000,1090000,270,188,146000,8,58,23,32,0.288497983,0.483370588,48,34,6,3
128,持筆,24,6,0.79,782.71,0.78,17301,5687,5058,2641,4350000,1260000,,,3220,8,514,23,56,0.288497983,0.215670685,48,20,6,6
129,持有,30,2,0.94,646.5,-0.15,17301,533631,5058,6243,4350000,29800000,300,249,1100000,8,400,23,57,0.288497983,0.323039972,48,21,6,8
130,持久,29,3,0.91,636.03,-0.11,17301,15073,5058,5007,4350000,1200000,119,91,717000,8,769,23,13,0.288497983,0.391605663,48,14,6,2
131,持平,25,5,0.82,665.12,0.04,17301,14739,5058,4773,4350000,2620000,14,10,361000,8,76,23,56,0.288497983,0.197829562,48,24,6,7
132,持續,31,0,1,620.19,-0.2,17301,15616,5058,4986,4350000,1140000,895,722,1170000,8,1976,23,17,0.288497983,0.378174099,48,23,6,4
133,軍刀,29,3,0.91,676.59,0.19,15516,4999,2873,1946,1110000,2290000,20,12,83500,9,25,83,38,0.428756667,0.440801743,24,11,3,5
134,軍心,30,3,0.91,702.03,0.22,15516,83418,2873,6225,1110000,11900000,12,10,86000,9,962,83,154,0.428756667,0.325913782,24,18,3,4
135,軍服,27,5,0.85,657.7,-0.09,15516,24279,2873,5496,1110000,2370000,41,34,123000,9,1252,83,52,0.428756667,0.257217673,24,24,3,9
136,軍力,28,5,0.85,630.93,-0.21,15516,44859,2873,6009,1110000,10600000,12,9,102000,9,525,83,96,0.428756667,0.315025537,24,32,3,4
137,軍士,27,5,0.85,670.15,0.02,15516,31972,2873,5218,1110000,10400000,325,94,20200,9,1250,83,38,0.428756667,0.232625988,24,24,3,7
138,軍工,18,10,0.64,732.61,0.45,15516,44548,2873,5692,1110000,4020000,7,6,147000,9,633,83,77,0.428756667,0.339670904,24,22,3,6
139,軍民,27,4,0.88,640.26,-0.08,15516,9468,2873,2882,1110000,4030000,3,3,74500,9,300,83,56,0.428756667,0.285984177,24,35,3,5
140,軍事,30,1,0.97,624,-0.29,15516,179716,2873,6237,1110000,7200000,625,369,667000,9,1091,83,112,0.428756667,0.315488986,24,24,3,4
141,軍情,31,1,0.97,571.19,-0.52,15516,69279,2873,6178,1110000,2590000,110,52,233000,9,96,83,104,0.428756667,0.305524986,24,18,3,5
142,軍種,16,15,0.52,677.88,0.28,15516,42396,2873,6034,1110000,3210000,2,2,11600,9,2055,83,39,0.428756667,0.261189937,24,16,3,9
143,軍權,29,2,0.94,627.55,-0.34,15516,10283,2873,3515,1110000,9310000,3,3,17800,9,1459,83,52,0.428756667,0.330465369,24,14,3,6
144,軍營,32,1,0.97,598.34,-0.34,15516,4472,2873,1997,1110000,1110000,75,55,244000,9,1674,83,27,0.428756667,0.307921083,24,44,3,5
145,軍方,32,1,0.97,614.5,-0.26,15516,52743,2873,6142,1110000,4260000,342,203,382000,9,364,83,60,0.428756667,0.265617012,24,15,3,10
146,軍校,32,0,1,633.09,-0.12,15516,13122,2873,3100,1110000,2590000,101,53,94700,9,1110,83,51,0.428756667,0.487420283,24,5,3,5
147,軍人,33,0,1,537.18,-0.75,15516,373292,2873,6240,1110000,27700000,470,276,867000,9,23,83,193,0.428756667,0.241512476,24,8,3,8
148,軍屬,19,14,0.58,846.16,1.06,15516,5358,2873,2835,1110000,1150000,7,5,4470,9,1841,83,20,0.428756667,0.287380821,24,16,3,10
149,軍法,27,2,0.94,639.07,-0.07,15516,60750,2873,6091,1110000,14500000,16,12,14200,9,466,83,98,0.428756667,0.300762081,24,5,3,6
150,軍官,30,1,0.97,615.67,-0.21,15516,21405,2873,3496,1110000,2270000,395,213,340000,9,1562,83,45,0.428756667,0.275921521,24,6,3,4
151,軍師,32,1,0.97,595,-0.37,15516,21326,2873,4431,1110000,9100000,2,2,222000,9,318,83,46,0.428756667,0.295672514,24,59,3,6
152,軍隊,31,2,0.94,568.81,-0.48,15516,27111,2873,4217,1110000,1650000,1870,800,446000,9,1672,83,29,0.428756667,0.400211233,24,12,3,3
153,軍裝,33,0,1,588.76,-0.46,15516,17633,2873,5028,1110000,1340000,71,53,190000,9,991,83,61,0.428756667,0.392952566,24,13,3,5
154,軍費,30,1,0.97,631.23,-0.31,15516,12016,2873,4257,1110000,8760000,7,6,73700,9,188,83,40,0.428756667,0.406057159,24,17,3,3
155,軍區,31,2,0.94,712.74,0.19,15516,11770,2873,3924,1110000,23700000,5,4,168000,9,94,83,24,0.428756667,0.352690108,24,24,3,4
156,軍部,31,1,0.97,612.48,-0.21,15516,34796,2873,5762,1110000,13800000,12,11,26700,9,99,83,40,0.428756667,0.203215788,24,19,3,6
157,軍醫,31,1,0.97,646.16,-0.11,15516,26637,2873,4151,1110000,1210000,30,21,67500,9,345,83,33,0.428756667,0.491414766,24,26,3,3
158,軍政,29,2,0.94,686.48,0.28,15516,8186,2873,2546,1110000,1680000,1,1,72300,9,873,83,50,0.428756667,0.352237833,24,8,3,3
159,軍功,20,11,0.64,725,0.43,15516,9452,2873,3833,1110000,869000,3,3,16200,9,1440,83,35,0.428756667,0.297329504,24,22,3,3
160,軍職,29,3,0.91,666.83,-0.07,15516,8028,2873,3292,1110000,805000,5,4,9390,9,1481,83,51,0.428756667,0.423551803,24,36,3,3
161,軍長,28,4,0.88,660.75,0.02,15516,42596,2873,5903,1110000,12900000,2,2,20800,9,534,83,115,0.428756667,0.25895075,24,9,3,11
162,軍器,29,3,0.91,661.28,0.1,15516,16613,2873,3955,1110000,3460000,,,21100,9,553,83,33,0.428756667,0.310881839,24,28,3,6
163,軍旗,31,1,0.97,595.13,-0.25,15516,1108,2873,576,1110000,912000,8,8,35500,9,277,83,17,0.428756667,0.42613857,24,63,3,6
164,軍機,23,5,0.82,664.3,0.07,15516,48902,2873,5953,1110000,7410000,7,4,308000,9,213,83,72,0.428756667,0.331128311,24,42,3,5
165,軍火,33,0,1,592.18,-0.48,15516,18479,2873,4630,1110000,2820000,186,96,195000,9,406,83,89,0.428756667,0.378485715,24,7,3,8
166,軍紀,27,5,0.85,689.15,0.2,15516,6916,2873,3060,1110000,776000,9,7,18300,9,559,83,10,0.428756667,0.281722739,24,18,3,6
167,軍訓,32,0,1,608.44,-0.28,15516,5113,2873,2258,1110000,644000,8,6,91400,9,2065,83,23,0.428756667,0.41018914,24,9,3,3
168,軍樂,23,9,0.73,770.35,0.61,15516,26456,2873,5115,1110000,8850000,2,2,16800,9,1517,83,38,0.428756667,0.383549833,24,22,3,6
169,軍階,28,3,0.91,693.11,0.15,15516,1535,2873,1023,1110000,1320000,3,3,17300,9,2647,83,11,0.428756667,0.317634716,24,14,3,2
170,軍齡,13,16,0.45,825.69,0.71,15516,1594,2873,967,1110000,736000,,,2690,9,3376,83,10,0.428756667,0.378926682,24,68,3,2
171,軍備,31,1,0.97,696.52,0.32,15516,27669,2873,5661,1110000,1290000,24,16,125000,9,1374,83,34,0.428756667,0.318438282,24,21,3,5
172,軍艦,31,2,0.94,592.74,-0.38,15516,1407,2873,273,1110000,451000,44,24,421000,9,1629,83,10,0.428756667,0.596402448,24,8,3,1
173,軍帽,29,1,0.97,682.79,0.15,15516,2508,2873,1266,1110000,760000,3,2,24100,9,2281,83,10,0.428756667,0.368505559,24,1,3,2
174,軍威,23,9,0.73,717.13,0.61,15516,11142,2873,3358,1110000,2030000,,,11300,9,1445,83,21,0.428756667,0.236956757,24,14,3,2
175,軍操,20,6,0.76,801.3,0.84,15516,6027,2873,2147,1110000,989000,,,27200,9,17,83,17,0.428756667,0.245438096,24,5,3,7
176,軍糧,30,1,0.97,588.1,-0.37,15516,318,2873,204,1110000,970000,6,5,37600,9,1387,83,18,0.428756667,0.496254868,24,16,3,2
177,軍團,31,1,0.97,623.06,-0.18,15516,9748,2873,3384,1110000,9070000,280,109,396000,9,884,83,23,0.428756667,0.292649955,24,26,3,7
178,軍銜,30,3,0.91,693.43,0.19,15516,401,2873,271,1110000,186000,39,29,30400,9,1060,83,9,0.428756667,0.343788619,24,13,3,4
