,word,Corr,Err,Acc,RT,zRT,Subtlex_raw_C1,Subtlex_raw_C2,Subtlex_CD_C1,Subtlex_CD_C2,Google_freq_C1,Google_freq_C2,Subtlex_raw_W,Subtlex_CD_W,Google_freq_W,C1_ID,C2_ID,neighborhood_C1,neighborhood_C2,FSC_C1,FSC_C2,homophone_C1,homophone_C2,nomeaning_C1,nomeaning_C2
15546,頭緒,30,1,0.97,613.53,-0.17,49069,2558,6092,1658,9590000,182000,389,353,127000,1072,3442,131,5,0.267829419,0.337923609,4,8,8,4
15547,頭暈,32,1,0.97,565.75,-0.48,49069,1697,6092,1162,9590000,717000,172,141,387000,1072,3030,131,6,0.267829419,0.436690812,4,33,8,6
15548,頭腦,33,0,1,561.33,-0.55,49069,13934,6092,4457,9590000,962000,935,766,441000,1072,944,131,13,0.267829419,0.391006514,4,5,8,3
15549,頭籌,27,3,0.91,725.74,0.33,49069,1404,6092,744,9590000,892000,7,7,51900,1072,1712,131,17,0.267829419,0.302932148,4,36,8,3
15550,頭蝨,23,9,0.73,766.57,0.96,49069,181,6092,91,9590000,343000,1,1,8580,1072,3725,131,1,0.267829419,0.486730039,4,9,8,1
15551,頭顱,30,3,0.91,644.6,-0.07,49069,285,6092,177,9590000,84400,117,76,146000,1072,1203,131,2,0.267829419,0.636585414,4,39,8,1
15552,屋頂,33,0,1,587.36,-0.44,6385,5080,2805,2608,11700000,3230000,798,470,408000,1073,846,23,27,0.441731229,0.346172732,1,0,2,9
15553,屋門,22,11,0.67,755.73,0.64,6385,25908,2805,5498,11700000,8750000,4,4,18200,1073,34,23,81,0.441731229,0.291185984,1,16,2,9
15554,屋主,32,0,1,566.09,-0.57,6385,28628,2805,5684,11700000,11100000,,,193000,1073,566,23,91,0.441731229,0.238095415,1,10,2,6
15555,屋子,30,2,0.94,592.27,-0.43,6385,177693,2805,6239,11700000,7680000,1602,1080,202000,1073,632,23,228,0.441731229,0.211138789,1,57,2,13
15556,屋外,29,3,0.91,574.62,-0.43,6385,31747,2805,5860,11700000,31600000,,,139000,1073,366,23,91,0.441731229,0.329232367,1,4,2,7
15557,屋內,32,0,1,672.94,0.08,6385,19071,2805,5049,11700000,18000000,55,48,409000,1073,134,23,52,0.441731229,0.238444628,1,13,2,2
15558,屋脊,13,20,0.39,797.46,0.74,6385,560,2805,372,11700000,470000,4,4,23300,1073,971,23,7,0.441731229,0.352270642,1,15,2,2
15559,屋梁,14,15,0.48,831.21,1.08,6385,376,2805,285,11700000,1500000,1,1,8460,1073,3566,23,4,0.441731229,0.187698025,1,16,2,1
15560,屋宇,27,5,0.85,737.89,0.56,6385,2001,2805,637,11700000,985000,,,412000,1073,3226,23,5,0.441731229,0.217231274,1,40,2,3
15561,屋簷,31,2,0.94,676.68,0.1,6385,113,2805,97,11700000,169000,91,80,96800,1073,3726,23,1,0.441731229,0.567681015,1,21,2,3
15562,蓋頂,24,5,0.82,789.29,0.79,4414,5080,2045,2608,1020000,3230000,,,127000,1074,846,20,27,0.306824415,0.346172732,6,0,10,9
15563,蓋板,24,6,0.79,746,0.49,4414,8354,2045,3278,1020000,2290000,2,2,14300,1074,976,20,37,0.306824415,0.277620707,6,9,10,7
15564,蓋子,26,4,0.88,592.38,-0.37,4414,177693,2045,6239,1020000,7680000,117,106,137000,1074,632,20,228,0.306824415,0.211138789,6,57,10,13
15565,蓋印,33,0,1,657.18,0.05,4414,6629,2045,2844,1020000,3780000,,,69400,1074,1296,20,37,0.306824415,0.307252857,6,8,10,4
15566,蓋章,29,1,0.97,686.24,0.07,4414,3560,2045,1697,1020000,8010000,28,20,78200,1074,1615,20,28,0.306824415,0.287962424,6,21,10,7
15567,蓋上,25,8,0.76,713.48,0.29,4414,236451,2045,6240,1020000,30500000,,,226000,1074,130,20,159,0.306824415,0.25385945,6,1,10,10
15568,蓋好,31,2,0.94,672.81,0.13,4414,412760,2045,6242,1020000,14200000,,,58900,1074,141,20,83,0.306824415,0.32742986,6,0,10,17
15569,櫃頂,28,3,0.91,786.32,0.93,1975,5080,1172,2608,681000,3230000,,,22300,1075,846,13,27,0.374746546,0.346172732,13,0,2,9
15570,櫃子,30,2,0.94,608.57,-0.32,1975,177693,1172,6239,681000,7680000,329,243,73000,1075,632,13,228,0.374746546,0.211138789,13,57,2,13
15571,櫃台,31,1,0.97,607.35,-0.31,1975,13404,1172,3697,681000,10400000,237,182,369000,1075,970,13,42,0.374746546,0.213622967,13,18,2,7
15572,櫃枱,29,3,0.91,665.69,0.21,1975,13404,1172,3697,681000,788000,237,182,46800,1075,2603,13,4,0.374746546,,13,1,2,1
15573,透頂,24,4,0.85,794.46,0.86,4390,5080,2613,2608,1670000,3230000,191,179,29300,1076,846,23,27,0.241522139,0.346172732,2,0,5,9
15574,透氣,33,0,1,618.12,-0.34,4390,28334,2613,5724,1670000,1360000,156,126,425000,1076,442,23,128,0.241522139,0.295213488,2,28,5,12
15575,透過,31,0,1,559.77,-0.56,4390,198278,2613,6240,1670000,12200000,270,218,7520000,1076,103,23,95,0.241522139,0.306182426,2,1,5,7
15576,透視,27,4,0.88,607.63,-0.42,4390,15581,2613,4668,1670000,1620000,69,52,919000,1076,1450,23,48,0.241522139,0.267827848,2,24,5,2
15577,透明,33,0,1,602.45,-0.48,4390,69749,2613,6202,1670000,10400000,167,118,793000,1076,1726,23,61,0.241522139,0.232944441,2,17,5,9
15578,透支,32,0,1,661.44,0.09,4390,11697,2613,3983,1670000,1500000,50,47,183000,1076,565,23,24,0.241522139,0.203224954,2,81,5,7
15579,透光,26,4,0.88,620,-0.19,4390,17286,2613,4986,1670000,3810000,5,5,143000,1076,527,23,78,0.241522139,0.270165216,2,11,5,11
15580,透鏡,22,8,0.73,732.59,0.39,4390,4884,2613,2163,1670000,933000,10,8,44500,1076,630,23,15,0.241522139,0.311895322,2,0,5,2
15581,透底,22,8,0.73,797.18,0.73,4390,20210,2613,5431,1670000,3140000,,,27500,1076,1649,23,45,0.241522139,0.225210587,2,17,5,4
15582,透析,24,5,0.82,702.04,0.42,4390,1793,2613,1001,1670000,423000,,,55200,1076,2800,23,6,0.241522139,0.440553048,2,57,5,2
15583,透露,32,1,0.97,532.88,-0.68,4390,5762,2613,2682,1670000,1920000,559,466,1060000,1076,631,23,28,0.241522139,0.33629486,2,17,5,4
15584,透澈,27,4,0.88,741.41,0.49,4390,78,2613,47,1670000,165000,,,15800,1076,3569,23,2,0.241522139,0.261133902,2,14,5,1
15585,透徹,33,0,1,691.7,0.29,4390,2605,2613,1616,1670000,646000,37,34,226000,1076,1394,23,6,0.241522139,0.25233034,2,14,5,1
15586,剝削,30,2,0.94,629.83,-0.2,743,437,519,343,504000,624000,73,64,248000,1077,1429,10,11,0.357662947,0.248104766,0,6,1,1
15587,剝去,32,0,1,619.53,-0.16,743,232346,519,6241,504000,12800000,,,35400,1077,365,10,62,0.357662947,0.288346197,0,7,1,7
15588,剝掉,32,0,1,683.91,0.07,743,23820,519,5478,504000,2190000,,,10100,1077,1045,10,55,0.357662947,0.378431469,0,4,1,8
15589,剝脫,29,2,0.94,713,0.5,743,7945,519,3645,504000,873000,,,5240,1077,262,10,40,0.357662947,0.313947031,0,5,1,5
15590,剝開,32,0,1,645.22,0.04,743,126802,519,6242,504000,12800000,,,22000,1077,15,10,128,0.357662947,0.24616621,0,4,1,19
15591,剝落,32,1,0.97,593.47,-0.36,743,10041,519,3666,504000,2390000,16,11,115000,1077,898,10,75,0.357662947,0.281581265,0,20,1,13
15592,剝皮,31,2,0.94,627.65,-0.15,743,9160,519,3182,504000,2130000,,,83000,1077,720,10,60,0.357662947,0.355200171,0,40,1,9
15593,剝蝕,21,7,0.76,794.14,0.66,743,276,519,204,504000,878000,,,8960,1077,2686,10,11,0.357662947,0.388435819,0,3,1,4
15594,剝離,20,6,0.76,764.95,0.61,743,35725,519,5906,504000,1200000,26,21,74300,1077,217,10,38,0.357662947,0.310044912,0,44,1,5
15595,剝奪,31,2,0.94,611.9,-0.28,743,2672,519,1615,504000,1020000,266,229,258000,1077,1278,10,18,0.357662947,0.324736909,0,2,1,6
15596,瘦削,28,4,0.88,661.11,0.14,902,437,621,343,1020000,624000,5,5,70700,1078,1429,11,11,0.510097963,0.248104766,15,6,3,1
15597,瘦長,18,10,0.64,747.22,0.76,902,42596,621,5903,1020000,12900000,7,5,15800,1078,534,11,115,0.510097963,0.25895075,15,18,3,11
15598,瘦小,30,1,0.97,588.37,-0.39,902,99468,621,6229,1020000,15200000,43,42,58200,1078,131,11,61,0.510097963,0.327450527,15,4,3,4
15599,瘦肉,30,2,0.94,643.9,-0.22,902,6996,621,2890,1020000,2510000,7,7,262000,1078,866,11,53,0.510097963,0.492906295,15,34,3,4
15600,瘦弱,31,1,0.97,615.58,-0.25,902,3499,621,2087,1020000,1510000,32,28,62200,1078,845,11,27,0.510097963,0.321424833,15,31,3,4
15601,瘦田,3,30,0.09,1107.33,1.67,902,1819,621,625,1020000,1400000,,,6820,1078,857,11,27,0.510097963,0.275329891,15,15,3,4
15602,瘦猴,7,22,0.24,890,1.61,902,1320,621,588,1020000,515000,,,2660,1078,2287,11,7,0.510097963,0.536949017,15,13,3,1
15603,窮酸,20,11,0.64,770.05,0.64,1429,1527,952,896,714000,931000,12,11,12100,1079,448,10,22,0.384365339,0.432325377,11,16,4,5
15604,窮人,33,0,1,609.24,-0.38,1429,373292,952,6240,714000,27700000,294,197,534000,1079,23,10,193,0.384365339,0.241512476,11,8,4,8
15605,窮苦,26,5,0.85,658.62,0.07,1429,7563,952,3390,714000,1030000,29,28,33500,1079,163,10,50,0.384365339,0.389525281,11,33,4,4
15606,窮漢,21,8,0.73,820.52,0.93,1429,4874,952,1677,714000,1450000,,,6200,1079,2008,10,14,0.384365339,0.234475754,11,7,4,6
15607,窮盡,25,4,0.85,708.48,0.15,1429,15462,952,5033,714000,1570000,17,17,37700,1079,1025,10,18,0.384365339,0.303403145,11,9,4,5
15608,窮困,32,1,0.97,710.97,0.29,1429,5538,952,3018,714000,1010000,57,52,79000,1079,2097,10,17,0.384365339,0.432632785,11,4,4,3
15609,碳酸,30,3,0.91,690,0.23,426,1527,261,896,610000,931000,31,27,157000,1080,448,2,22,0.443311185,0.432325377,4,16,1,5
15610,碳化,26,4,0.88,678.73,0.17,426,11248,261,4087,610000,8870000,,,46100,1080,1216,2,65,0.443311185,0.251205117,4,2,1,5
15611,硫酸,30,2,0.94,682.27,0.01,269,1527,135,896,159000,931000,56,35,329000,1081,448,3,22,0.41896861,0.432325377,52,16,1,5
15612,硫黃,26,5,0.85,705.5,0.36,269,3694,135,1838,159000,8180000,,,7310,1081,2382,3,25,0.41896861,0.249757421,52,34,1,4
15613,硫磺,31,2,0.94,659.81,0.15,269,144,135,68,159000,66600,123,56,74800,1081,3727,3,1,0.41896861,0.452491283,52,34,1,1
15614,硝酸,31,2,0.94,690.23,0.31,171,1527,104,896,42200,931000,11,11,63900,1082,448,1,22,0.425229773,0.432325377,24,16,2,5
15615,磷酸,27,4,0.88,905.41,1.45,88,1527,61,896,166000,931000,21,14,64000,1083,448,1,22,0.454669237,0.432325377,38,16,1,5
15616,此刻,32,1,0.97,624.31,-0.2,28050,9844,5600,4038,21300000,735000,490,393,440000,1084,530,18,27,0.420047387,0.354478774,28,11,3,5
15617,此間,15,12,0.55,777.13,0.92,28050,60047,5600,6174,21300000,23500000,5,5,143000,1084,1814,18,31,0.420047387,0.281958505,28,7,3,7
15618,此外,33,0,1,557.7,-0.64,28050,31747,5600,5860,21300000,31600000,272,234,1620000,1084,366,18,91,0.420047387,0.329232367,28,4,3,7
15619,此後,32,1,0.97,621.97,-0.11,28050,109915,5600,6218,21300000,22100000,102,93,397000,1084,313,18,73,0.420047387,0.341483771,28,11,3,4
15620,此等,19,11,0.64,739.84,0.69,28050,71184,5600,6178,21300000,15000000,,,406000,1084,101,18,39,0.420047387,0.260060087,28,1,3,5
15621,碑刻,21,7,0.76,844.48,1.18,351,9844,236,4038,351000,735000,,,11600,1085,530,5,27,0.513808194,0.354478774,17,11,1,5
15622,碑文,29,4,0.88,668.62,0.2,351,14196,236,3743,351000,11900000,12,10,26900,1085,864,5,78,0.513808194,0.338776227,17,35,1,11
15623,苛刻,33,0,1,626.24,-0.17,269,9844,239,4038,207000,735000,183,172,123000,1086,530,6,27,0.380588636,0.354478774,7,11,2,5
15624,苛政,26,7,0.79,752.04,0.65,269,8186,239,2546,207000,1680000,2,2,14100,1086,873,6,50,0.380588636,0.352237833,7,8,2,3
15625,苛待,16,8,0.67,809.5,0.88,269,16314,239,5118,207000,1630000,,,4850,1086,750,6,30,0.380588636,0.294691464,7,19,2,5
15626,苛求,29,3,0.91,695.55,0.24,269,22773,239,5312,207000,2630000,21,19,36900,1086,309,6,50,0.380588636,0.328259203,7,32,2,3
15627,苛責,31,2,0.94,648.03,-0.04,269,10100,239,3928,207000,1020000,13,13,17200,1086,1711,6,24,0.380588636,0.462184139,7,21,2,4
15628,雕刻,30,2,0.94,577.3,-0.44,858,9844,443,4038,456000,735000,77,60,388000,1087,530,14,27,0.603879316,0.354478774,19,11,4,5
15629,雕花,30,2,0.94,719.63,0.43,858,17379,443,4923,456000,3880000,6,6,172000,1087,154,14,89,0.603879316,0.32153826,19,5,4,13
15630,雕版,15,16,0.48,828.8,0.77,858,2708,443,1446,456000,13100000,3,2,7130,1087,605,14,24,0.603879316,0.400484951,19,9,4,3
15631,雕像,32,0,1,596.47,-0.25,858,71186,443,6153,456000,3890000,326,168,365000,1087,834,14,29,0.603879316,0.306771428,19,13,4,4
15632,雕飾,25,8,0.76,738,0.54,858,1873,443,1226,456000,1110000,2,2,13000,1087,2023,14,15,0.603879316,0.451239364,19,57,4,4
15633,雕琢,26,4,0.88,709.35,0.4,858,230,443,205,456000,83700,21,19,66000,1087,3005,14,2,0.603879316,0.485344917,19,13,4,2
15634,雕塑,30,1,0.97,656.9,0.02,858,1284,443,846,456000,708000,205,112,439000,1087,1824,14,6,0.603879316,0.335724407,19,19,4,2
15635,頃刻,23,7,0.76,746.22,0.63,30,9844,26,4038,103000,735000,10,10,49900,1088,530,2,27,0.133047566,0.354478774,3,11,3,5
15636,摹刻,16,15,0.52,776.38,1.21,21,9844,14,4038,74900,735000,,,2150,1089,530,5,27,0.320099145,0.354478774,29,11,1,5
15637,摹本,15,16,0.48,943.47,1.52,21,41063,14,6000,74900,33000000,3,1,4250,1089,77,5,69,0.320099145,0.210464267,29,3,1,12
15638,摹繪,16,12,0.58,915.81,1.42,21,520,14,331,74900,508000,,,1990,1089,1340,5,7,0.320099145,0.512539302,29,23,1,1
15639,摹仿,18,12,0.61,852.56,1.33,21,1499,14,935,74900,563000,5,4,3710,1089,2101,5,9,0.320099145,0.420528457,29,25,1,2
15640,雲端,28,4,0.88,632.96,-0.12,1609,2113,901,1437,1540000,1190000,24,20,491000,1090,1329,21,26,0.254297249,0.266050957,33,2,4,6
15641,雲影,12,17,0.42,879.17,1.23,1609,16924,901,4515,1540000,2710000,,,16300,1090,1811,21,42,0.254297249,0.286868357,33,7,4,5
15642,雲集,25,7,0.79,693.96,0.35,1609,11403,901,5004,1540000,4560000,24,23,450000,1090,765,21,39,0.254297249,0.279508465,33,25,4,5
15643,雲彩,26,4,0.88,695.04,0.1,1609,5381,901,2196,1540000,1840000,50,36,194000,1090,724,21,21,0.254297249,0.317034528,33,9,4,4
15644,雲量,7,22,0.24,766.29,0.77,1609,12973,901,4411,1540000,10700000,,,10700,1090,546,21,57,0.254297249,0.296964285,33,12,4,6
15645,雲層,30,2,0.94,666.9,0.2,1609,3807,901,1932,1540000,1400000,58,37,63300,1090,621,21,19,0.254297249,0.366495251,33,7,4,3
15646,雲梯,27,5,0.85,742,0.49,1609,2443,901,1191,1540000,673000,41,10,50100,1090,2247,21,14,0.254297249,0.409884132,33,1,4,2
15647,雲霞,26,6,0.82,770.96,0.72,1609,39,901,22,1540000,462000,,,20700,1090,2115,21,5,0.254297249,0.243483357,33,13,4,1
15648,雲霧,29,3,0.91,685.62,0.28,1609,853,901,539,1540000,604000,8,8,99600,1090,1275,21,7,0.254297249,0.453326242,33,26,4,2
15649,雲霄,28,2,0.94,610.57,-0.26,1609,98,901,49,1540000,298000,80,31,392000,1090,3728,21,1,0.254297249,0.429815312,33,24,4,1
15650,事端,31,1,0.97,745.06,0.6,179716,2113,6237,1437,7200000,1190000,43,38,56100,1091,1329,112,26,0.373223962,0.266050957,24,2,4,6
15651,事情,31,2,0.94,574.29,-0.62,179716,69279,6237,6178,7200000,2590000,28176,5367,1120000,1091,96,112,104,0.373223962,0.305524986,24,18,4,5
15652,事業,33,0,1,558,-0.63,179716,13928,6237,4346,7200000,11400000,1634,1080,1770000,1091,2227,112,47,0.373223962,0.297278657,24,27,4,9
15653,事物,30,0,1,558.33,-0.64,179716,30079,6237,5603,7200000,3960000,797,580,550000,1091,870,112,57,0.373223962,0.294998139,24,20,4,3
15654,事主,32,1,0.97,680.47,0.15,179716,28628,6237,5684,7200000,11100000,3,3,506000,1091,566,112,91,0.373223962,0.238095415,24,10,4,6
15655,事件,32,1,0.97,580.44,-0.49,179716,31611,6237,5746,7200000,1470000,2774,1538,5740000,1091,2206,112,26,0.373223962,0.278350225,24,11,4,4
15656,事變,29,2,0.94,729.14,0.4,179716,30205,6237,5828,7200000,8550000,8,8,150000,1091,220,112,66,0.373223962,0.368830325,24,1,4,4
15657,事故,31,2,0.94,625,-0.14,179716,11435,6237,4136,7200000,1320000,1437,766,1440000,1091,1504,112,25,0.373223962,0.319685599,24,15,4,5
15658,事項,30,2,0.94,653.47,-0.02,179716,5537,6237,2441,7200000,9420000,61,55,1430000,1091,2121,112,13,0.373223962,0.275140166,24,8,4,5
15659,事跡,30,2,0.94,661.93,0.01,179716,5466,6237,2504,7200000,384000,110,97,113000,1091,1298,112,17,0.373223962,0.310189691,24,36,4,2
15660,事蹟,31,2,0.94,638.94,-0.07,179716,5466,6237,2504,7200000,268000,110,97,121000,1091,3453,112,5,0.373223962,0.45407287,24,36,4,2
15661,事先,29,4,0.88,674.24,0.03,179716,71253,6237,6128,7200000,11200000,544,480,630000,1091,302,112,35,0.373223962,0.376822564,24,17,4,3
15662,事後,31,2,0.94,605.19,-0.27,179716,109915,6237,6218,7200000,22100000,158,146,618000,1091,313,112,73,0.373223962,0.341483771,24,11,4,4
15663,事理,24,5,0.82,643.75,0.07,179716,41099,6237,5960,7200000,1920000,21,20,80700,1091,519,112,70,0.373223962,0.243572037,24,16,4,9
15664,事務,31,1,0.97,567.16,-0.52,179716,13515,6237,4130,7200000,1260000,381,304,8930000,1091,1992,112,37,0.373223962,0.281134478,24,26,4,3
15665,事實,32,1,0.97,535.78,-0.74,179716,57010,6237,6151,7200000,1590000,5029,2683,890000,1091,202,112,67,0.373223962,0.299992976,24,2,4,4
15666,事宜,27,4,0.88,703.37,0.26,179716,1454,6237,1040,7200000,1370000,99,89,750000,1091,2393,112,10,0.373223962,0.358463284,24,91,4,3
15667,事態,32,1,0.97,612.41,-0.26,179716,6133,6237,3124,7200000,756000,218,199,245000,1091,550,112,27,0.373223962,0.289658324,24,10,4,2
15668,事由,18,13,0.58,791.17,0.74,179716,15733,6237,4951,7200000,20500000,6,6,48000,1091,412,112,12,0.373223962,0.304679133,24,55,4,7
15669,事前,31,1,0.97,704.81,0.02,179716,75236,6237,6219,7200000,18400000,71,68,690000,1091,418,112,65,0.373223962,0.286574325,24,9,4,5
15670,事例,32,1,0.97,601.81,-0.25,179716,3309,6237,2015,7200000,1730000,14,13,108000,1091,747,112,34,0.373223962,0.293205085,24,31,4,4
15671,爭端,29,2,0.94,668.24,0.13,9959,2113,3469,1437,944000,1190000,73,68,169000,1092,1329,27,26,0.376505888,0.266050957,27,2,3,6
15672,爭氣,31,2,0.94,603.58,-0.37,9959,28334,3469,5724,944000,1360000,31,28,281000,1092,442,27,128,0.376505888,0.295213488,27,28,3,12
15673,爭取,28,3,0.91,534.25,-0.7,9959,12409,3469,4588,944000,2640000,1033,785,709000,1092,773,27,79,0.376505888,0.259241509,27,6,3,4
15674,爭權,31,1,0.97,610.81,-0.2,9959,10283,3469,3515,944000,9310000,2,2,23000,1092,1459,27,52,0.376505888,0.330465369,27,14,3,6
15675,爭光,29,2,0.94,664.28,0.12,9959,17286,3469,4986,944000,3810000,6,5,122000,1092,527,27,78,0.376505888,0.270165216,27,11,3,11
15676,爭產,28,4,0.88,700.86,0.23,9959,8264,3469,3345,944000,1780000,,,276000,1092,325,27,52,0.376505888,0.311591787,27,7,3,4
15677,爭論,32,0,1,566.47,-0.51,9959,15732,3469,4889,944000,1220000,448,358,379000,1092,493,27,44,0.376505888,0.384179852,27,19,3,6
15678,爭勝,32,1,0.97,596.56,-0.38,9959,6512,3469,2516,944000,987000,,,119000,1092,1754,27,23,0.376505888,0.3950694,27,7,3,6
15679,爭寵,31,0,1,659.35,0.04,9959,1199,3469,814,944000,576000,,,69700,1092,2173,27,9,0.376505888,0.229563724,27,2,3,1
15680,爭議,30,0,1,611.57,-0.25,9959,14943,3469,4282,944000,737000,202,170,767000,1092,502,27,32,0.376505888,0.348130834,27,24,3,2
15681,爭相,25,8,0.76,691.12,0.24,9959,47856,3469,6109,944000,11300000,12,11,340000,1092,353,27,83,0.376505888,0.281991764,27,34,3,10
15682,爭辯,31,1,0.97,628.97,-0.06,9959,2765,3469,1071,944000,639000,148,115,120000,1092,2000,27,18,0.376505888,0.448309211,27,13,3,1
15683,爭鬥,30,3,0.91,656.57,-0.04,9959,6328,3469,2421,944000,1370000,180,160,94600,1092,1237,27,21,0.376505888,0.413146824,27,3,3,3
15684,爭執,33,0,1,597.27,-0.47,9959,4020,3469,2203,944000,1110000,326,245,576000,1092,1414,27,18,0.376505888,0.224370665,27,12,3,6
15685,爭霸,31,1,0.97,645.19,-0.05,9959,1044,3469,402,944000,868000,590,98,429000,1092,829,27,10,0.376505888,0.32678356,27,8,3,4
15686,爭持,30,2,0.94,632.5,-0.14,9959,17301,3469,5058,944000,4350000,1,1,321000,1092,8,27,23,0.376505888,0.274809394,27,48,3,6
15687,爭奪,31,2,0.94,613,-0.32,9959,2672,3469,1615,944000,1020000,321,217,485000,1092,1278,27,18,0.376505888,0.324736909,27,2,3,6
15688,爭訟,23,5,0.82,650.04,0.02,9959,705,3469,374,944000,449000,,,8490,1092,1509,27,8,0.376505888,0.577106035,27,10,3,2
15689,爭吵,31,1,0.97,613.13,-0.27,9959,3805,3469,2106,944000,471000,562,412,251000,1092,2473,27,5,0.376505888,0.570052852,27,4,3,3
15690,爭拗,30,0,1,620.17,-0.23,9959,25,3469,20,944000,675000,,,487000,1092,3729,27,1,0.376505888,0.314744845,27,7,3,3
15691,禍端,25,5,0.82,726.92,0.52,1751,2113,1065,1437,776000,1190000,2,2,7390,1093,1329,18,26,0.364796788,0.266050957,1,2,2,6
15692,禍害,32,0,1,594.72,-0.34,1751,25606,1065,5405,776000,684000,47,41,154000,1093,1585,18,32,0.364796788,0.392666259,1,3,2,6
15693,禍患,27,4,0.88,665.41,0.21,1751,1540,1065,997,776000,1350000,1,1,25000,1093,1969,18,13,0.364796788,0.442142113,1,12,2,3
15694,禍亂,26,7,0.79,733.81,0.47,1751,8384,1065,3862,776000,1060000,1,1,9200,1093,426,18,38,0.364796788,0.345113239,1,1,2,5
15695,禍根,33,0,1,713.85,0.2,1751,18904,1065,5276,776000,1080000,15,15,77700,1093,1860,18,19,0.364796788,0.236111835,1,7,2,7
15696,弊端,27,5,0.85,730.89,0.48,542,2113,294,1437,467000,1190000,17,16,78000,1094,1329,8,26,0.467031937,0.266050957,14,2,2,6
15697,弊病,26,2,0.94,666.92,0.12,542,18032,294,3998,467000,2450000,6,6,48100,1094,1151,8,64,0.467031937,0.468875664,14,0,2,3
15698,驚叫,28,2,0.94,613.61,-0.22,9696,41269,4110,5999,907000,3490000,29,24,103000,1095,714,24,26,0.455912449,0.448810458,14,7,2,6
15699,驚人,32,1,0.97,556.53,-0.58,9696,373292,4110,6240,907000,27700000,607,504,619000,1095,23,24,193,0.455912449,0.241512476,14,8,2,8
15700,驚動,32,0,1,615.19,-0.21,9696,49274,4110,6044,907000,1130000,57,54,220000,1095,171,24,116,0.455912449,0.26827941,14,21,2,6
15701,驚世,31,2,0.94,646.48,-0.02,9696,21566,4110,5168,907000,1900000,,,141000,1095,807,24,49,0.455912449,0.297999049,14,8,2,4
15702,驚奇,32,0,1,603,-0.36,9696,17952,4110,4896,907000,2480000,362,302,433000,1095,1499,24,32,0.455912449,0.330024559,14,63,2,7
15703,驚魂,32,0,1,599.72,-0.38,9696,4389,4110,1569,907000,947000,22,21,395000,1095,3133,24,12,0.455912449,0.386908084,14,33,2,3
15704,驚呼,31,2,0.94,606.03,-0.34,9696,8561,4110,3524,907000,951000,9,8,176000,1095,1010,24,18,0.455912449,0.348758793,14,57,2,5
15705,驚恐,31,0,1,646.97,-0.06,9696,8905,4110,3576,907000,979000,102,93,159000,1095,2922,24,10,0.455912449,0.435343082,14,4,2,3
15706,驚歎,31,0,1,665.97,0.02,9696,480,4110,335,907000,700000,139,105,111000,1095,1272,24,9,0.455912449,0.366886216,14,4,2,3
15707,驚嘆,32,0,1,618.69,-0.14,9696,480,4110,335,907000,884000,139,105,216000,1095,1269,24,8,0.455912449,0.475034426,14,4,2,3
15708,驚覺,31,1,0.97,633.9,-0.13,9696,81155,4110,6180,907000,1070000,,,159000,1095,2652,24,20,0.455912449,0.444639559,14,23,2,3
15709,驚異,28,4,0.88,668.86,0.07,9696,4933,4110,2572,907000,727000,66,55,64400,1095,356,24,36,0.455912449,0.31696112,14,27,2,5
15710,驚醒,32,1,0.97,592.03,-0.39,9696,11156,4110,4004,907000,1070000,73,68,163000,1095,432,24,17,0.455912449,0.407268429,14,6,2,4
15711,驚喜,32,0,1,549.88,-0.54,9696,54432,4110,5972,907000,1550000,2109,1315,786000,1095,1510,24,23,0.455912449,0.348638111,14,15,2,4
15712,驚險,30,1,0.97,616.47,-0.18,9696,13181,4110,4295,907000,1160000,88,80,414000,1095,405,24,25,0.455912449,0.358872562,14,9,2,5
15713,驚慌,30,3,0.91,593.03,-0.49,9696,1318,4110,963,907000,427000,240,195,211000,1095,2078,24,7,0.455912449,0.498080516,14,15,2,2
15714,驚嚇,30,2,0.94,614.87,-0.22,9696,6127,4110,3159,907000,874000,231,199,478000,1095,1604,24,10,0.455912449,0.569766983,14,4,2,2
15715,驚愕,28,3,0.91,626.82,-0.16,9696,9,4110,8,907000,20700,6,5,51900,1095,2716,24,3,0.455912449,0.520848334,14,22,2,1
15716,驚訝,33,0,1,576.58,-0.59,9696,1671,4110,1225,907000,78800,1643,1205,509000,1095,3730,24,1,0.455912449,0.690061927,14,7,2,1
15717,驚惶,33,0,1,626.18,-0.19,9696,172,4110,108,907000,64000,22,22,50100,1095,2926,24,3,0.455912449,0.396312594,14,34,2,1
15718,哀叫,31,2,0.94,636.87,-0.15,1019,41269,758,5999,460000,3490000,4,4,11100,1096,714,23,26,0.462022745,0.448810458,4,7,3,6
15719,哀痛,28,5,0.85,646.36,-0.11,1019,8963,758,3611,460000,1950000,5,5,79500,1096,186,23,41,0.462022745,0.530760041,4,1,3,3
15720,哀樂,27,3,0.91,675.56,-0.06,1019,26456,758,5115,460000,8850000,1,1,309000,1096,1517,23,38,0.462022745,0.383549833,4,20,3,6
15721,哀兵,17,12,0.58,826.88,1.21,1019,4945,758,1377,460000,1410000,,,12900,1096,1442,23,48,0.462022745,0.37003981,4,7,3,3
15722,哀傷,29,3,0.91,617.79,-0.23,1019,22147,758,5229,460000,1450000,65,58,188000,1096,53,23,59,0.462022745,0.49979546,4,34,3,6
