Participant,group,item,type,condition,answer_correct,response,RT
9408,3,7,standard,FT,depends,F,3840
9408,3,18,biscuit,TF,no,J,8052
9408,3,2,standard,TT,yes,F,4494
9408,3,27,filler,TT,yes,J,12055
9408,3,13,biscuit,FT,depends,F,6919
9408,3,11,biscuit,TT,yes,F,4494
9408,3,24,filler,TT,yes,F,5325
9408,3,4,standard,FT,depends,J,10097
9408,3,3,standard,TF,no,F,7585
9408,3,26,filler,TT,yes,F,7630
9408,3,16,biscuit,TT,yes,F,6301
9408,3,14,biscuit,TT,yes,F,6543
9408,3,19,filler,FT,no,J,7843
8707,1,22,filler,TF,no,F,5862
8707,1,1,standard,TT,yes,F,6438
8707,1,8,standard,TT,yes,F,6150
8707,1,15,biscuit,FT,depends,F,6754
8707,1,21,filler,FT,no,F,4931
8707,1,12,biscuit,TF,no,F,28548
8707,1,5,standard,TT,yes,F,6125
8707,1,6,standard,FT,depends,J,2794
8707,1,25,filler,TT,yes,F,9127
8707,1,10,biscuit,TT,yes,F,4610
8707,1,9,standard,FT,depends,F,8775
8707,1,23,filler,TT,yes,F,5987
8707,1,17,biscuit,TF,no,J,8863
8707,1,20,filler,TT,yes,F,7148
8707,1,7,standard,TT,yes,F,5910
8707,1,18,biscuit,FT,depends,F,11113
8707,1,2,standard,TF,no,F,8735
8707,1,27,filler,FT,no,F,7385
8707,1,13,biscuit,TT,yes,F,7981
8707,1,11,biscuit,TF,no,J,8358
8707,1,24,filler,FT,no,F,4945
8707,1,4,standard,TT,yes,F,6129
8707,1,3,standard,FT,depends,J,5870
8707,1,26,filler,TF,no,J,5648
8707,1,16,biscuit,FT,depends,F,6811
8707,1,14,biscuit,TF,no,J,6574
8707,1,19,filler,TF,no,J,4698
3918,3,22,filler,TT,yes,F,2996
3918,3,1,standard,FT,depends,F,3068
3918,3,8,standard,TF,no,J,3097
3918,3,15,biscuit,TF,no,J,2708
3918,3,21,filler,TT,yes,F,3529
3918,3,12,biscuit,FT,depends,F,4080
3918,3,5,standard,TF,no,J,3077
3918,3,6,standard,TF,no,J,1907
3918,3,25,filler,FT,no,F,3497
3918,3,10,biscuit,FT,depends,F,3036
3918,3,9,standard,TF,no,J,2654
3918,3,23,filler,TF,no,J,3408
3918,3,17,biscuit,TT,yes,F,2935
3918,3,20,filler,TT,yes,F,4760
3918,3,7,standard,FT,depends,F,2501
3918,3,18,biscuit,TF,no,J,4203
3918,3,2,standard,TT,yes,F,2606
3918,3,27,filler,TT,yes,F,4940
3918,3,13,biscuit,FT,depends,J,3985
3918,3,11,biscuit,TT,yes,F,5871
3918,3,24,filler,TT,yes,F,4000
3918,3,4,standard,FT,depends,J,3444
3918,3,3,standard,TF,no,J,2865
3918,3,26,filler,TT,yes,F,3908
3918,3,16,biscuit,TT,yes,F,3201
3918,3,14,biscuit,TT,yes,F,3755
3918,3,19,filler,FT,no,F,2933
3317,3,22,filler,TT,yes,F,5493
3317,3,1,standard,FT,depends,J,3116
3317,3,8,standard,TF,no,F,4894
3317,3,15,biscuit,TF,no,J,2196
3317,3,21,filler,TT,yes,F,2815
3317,3,12,biscuit,FT,depends,F,6086
3317,3,5,standard,TF,no,J,3693
3317,3,6,standard,TF,no,J,1878
3317,3,25,filler,FT,no,J,2686
3317,3,10,biscuit,FT,depends,F,4605
3317,3,9,standard,TF,no,J,5341
3317,3,23,filler,TF,no,J,3389
3317,3,17,biscuit,TT,yes,F,2960
3317,3,20,filler,TT,yes,F,4878
3317,3,7,standard,FT,depends,J,1845
3317,3,18,biscuit,TF,no,J,3317
3317,3,2,standard,TT,yes,F,2061
3317,3,27,filler,TT,yes,J,6382
3317,3,13,biscuit,FT,depends,J,6572
3317,3,11,biscuit,TT,yes,F,7071
3317,3,24,filler,TT,yes,F,2350
3317,3,4,standard,FT,depends,J,3405
3317,3,3,standard,TF,no,J,4790
3317,3,26,filler,TT,yes,F,3758
3317,3,16,biscuit,TT,yes,F,3917
3317,3,14,biscuit,TT,yes,F,2591
3317,3,19,filler,FT,no,F,2093
347,3,22,filler,TT,yes,F,2328
347,3,1,standard,FT,depends,J,3759
347,3,8,standard,TF,no,J,4430
347,3,15,biscuit,TF,no,J,4047
347,3,21,filler,TT,yes,F,2390
347,3,12,biscuit,FT,depends,F,5366
347,3,5,standard,TF,no,J,3167
347,3,6,standard,TF,no,J,1839
347,3,25,filler,FT,no,F,2615
347,3,10,biscuit,FT,depends,F,4255
347,3,9,standard,TF,no,J,2639
347,3,23,filler,TF,no,J,4103
347,3,17,biscuit,TT,yes,F,2815
347,3,20,filler,TT,yes,F,2223
347,3,7,standard,FT,depends,J,2535
347,3,18,biscuit,TF,no,J,5543
347,3,2,standard,TT,yes,F,2303
347,3,27,filler,TT,yes,F,3759
347,3,13,biscuit,FT,depends,J,2911
347,3,11,biscuit,TT,yes,F,3375
347,3,24,filler,TT,yes,J,3167
347,3,4,standard,FT,depends,J,2751
347,3,3,standard,TF,no,J,3967
347,3,26,filler,TT,yes,F,2783
347,3,16,biscuit,TT,yes,F,3263
347,3,14,biscuit,TT,yes,F,3271
347,3,19,filler,FT,no,J,2399
8713,3,22,filler,TT,yes,J,5578
8713,3,1,standard,FT,depends,J,3499
8713,3,8,standard,TF,no,J,3009
8713,3,15,biscuit,TF,no,J,2507
8713,3,21,filler,TT,yes,F,2898
8713,3,12,biscuit,FT,depends,J,5871
8713,3,5,standard,TF,no,J,2487
8713,3,6,standard,TF,no,J,2158
8713,3,25,filler,FT,no,F,3448
8713,3,10,biscuit,FT,depends,F,4444
8713,3,9,standard,TF,no,J,2804
8713,3,23,filler,TF,no,J,3868
8713,3,17,biscuit,TT,yes,F,3145
8713,3,20,filler,TT,yes,F,3398
8713,3,7,standard,FT,depends,F,2251
8713,3,18,biscuit,TF,no,J,4141
8713,3,2,standard,TT,yes,F,3126
8713,3,27,filler,TT,yes,F,3208
8713,3,13,biscuit,FT,depends,J,3553
8713,3,11,biscuit,TT,yes,F,5684
8713,3,24,filler,TT,yes,F,4290
8713,3,4,standard,FT,depends,F,2521
8713,3,3,standard,TF,no,J,5247
8713,3,26,filler,TT,yes,F,2726
8713,3,16,biscuit,TT,yes,F,3023
8713,3,14,biscuit,TT,yes,F,4750
8713,3,19,filler,FT,no,J,3386
3338,3,22,filler,TT,yes,J,3322
3338,3,1,standard,FT,depends,J,4037
3338,3,8,standard,TF,no,J,2925
3338,3,15,biscuit,TF,no,J,2700
3338,3,21,filler,TT,yes,F,3124
3338,3,12,biscuit,FT,depends,F,3364
3338,3,5,standard,TF,no,J,2725
3338,3,6,standard,TF,no,F,1670
3338,3,25,filler,FT,no,F,6515
3338,3,10,biscuit,FT,depends,F,7725
3338,3,9,standard,TF,no,J,3181
3338,3,23,filler,TF,no,J,4808
3338,3,17,biscuit,TT,yes,F,3341
3338,3,20,filler,TT,yes,F,3684
3338,3,7,standard,FT,depends,J,3149
3338,3,18,biscuit,TF,no,J,7053
3338,3,2,standard,TT,yes,F,2522
3338,3,27,filler,TT,yes,F,3699
3338,3,13,biscuit,FT,depends,F,2952
3338,3,11,biscuit,TT,yes,F,5773
3338,3,24,filler,TT,yes,F,2668
3338,3,4,standard,FT,depends,J,3088
3338,3,3,standard,TF,no,J,2785
3338,3,26,filler,TT,yes,F,3684
3338,3,16,biscuit,TT,yes,F,3872
3338,3,14,biscuit,TT,yes,F,3762
3338,3,19,filler,FT,no,J,4342
6301,3,22,filler,TT,yes,J,5527
6301,3,1,standard,FT,depends,F,3683
6301,3,8,standard,TF,no,J,4485
6301,3,15,biscuit,TF,no,J,4451
6301,3,21,filler,TT,yes,F,3656
6301,3,12,biscuit,FT,depends,F,5042
6301,3,5,standard,TF,no,J,3367
6301,3,6,standard,TF,no,J,2991
6301,3,25,filler,FT,no,F,3827
6301,3,10,biscuit,FT,depends,F,4549
6301,3,9,standard,TF,no,J,8852
6301,3,23,filler,TF,no,J,4059
6301,3,17,biscuit,TT,yes,F,4097
6301,3,20,filler,TT,yes,F,8980
6301,3,7,standard,FT,depends,J,4421
6301,3,18,biscuit,TF,no,J,5388
6301,3,2,standard,TT,yes,F,3854
6301,3,27,filler,TT,yes,J,6455
6301,3,13,biscuit,FT,depends,F,6158
6301,3,11,biscuit,TT,yes,F,7753
6301,3,24,filler,TT,yes,F,4996
6301,3,4,standard,FT,depends,J,4985
6301,3,3,standard,TF,no,J,5881
6301,3,26,filler,TT,yes,F,5949
6301,3,16,biscuit,TT,yes,F,5470
6301,3,14,biscuit,TT,yes,F,5185
6301,3,19,filler,FT,no,J,4913
3339,3,22,filler,TT,yes,F,4368
3339,3,1,standard,FT,depends,J,4657
3339,3,8,standard,TF,no,J,3440
3339,3,15,biscuit,TF,no,J,3240
3339,3,21,filler,TT,yes,F,3142
3339,3,12,biscuit,FT,depends,F,5674
3339,3,5,standard,TF,no,J,3691
3339,3,6,standard,TF,no,J,2581
3339,3,25,filler,FT,no,F,4882
3339,3,10,biscuit,FT,depends,F,3882
3339,3,9,standard,TF,no,J,3646
3339,3,23,filler,TF,no,J,5249
3339,3,17,biscuit,TT,yes,F,2849
3339,3,20,filler,TT,yes,F,2182
3339,3,7,standard,FT,depends,J,2512
3339,3,18,biscuit,TF,no,J,4014
3339,3,2,standard,TT,yes,F,2482
3339,3,27,filler,TT,yes,F,3222
3339,3,13,biscuit,FT,depends,F,3764
3339,3,11,biscuit,TT,yes,F,4920
3339,3,24,filler,TT,yes,F,3460
3339,3,4,standard,FT,depends,J,3180
3339,3,3,standard,TF,no,F,3623
3339,3,26,filler,TT,yes,F,4216
3339,3,16,biscuit,TT,yes,F,2452
3339,3,14,biscuit,TT,yes,F,3611
3339,3,19,filler,FT,no,J,3264
4065,3,22,filler,TT,yes,F,4260
4065,3,1,standard,FT,depends,J,4339
4065,3,8,standard,TF,no,J,5712
4065,3,15,biscuit,TF,no,J,4866
4065,3,21,filler,TT,yes,F,3259
4065,3,12,biscuit,FT,depends,F,4009
4065,3,5,standard,TF,no,J,4114
4065,3,6,standard,TF,no,J,3881
4065,3,25,filler,FT,no,J,4777
4065,3,10,biscuit,FT,depends,F,3261
4065,3,9,standard,TF,no,J,4422
4065,3,23,filler,TF,no,J,4233
4065,3,17,biscuit,TT,yes,F,2912
4065,3,20,filler,TT,yes,J,3782
4065,3,7,standard,FT,depends,J,3578
4065,3,18,biscuit,TF,no,J,4030
4065,3,2,standard,TT,yes,F,3445
4065,3,27,filler,TT,yes,F,3621
4065,3,13,biscuit,FT,depends,F,2983
4065,3,11,biscuit,TT,yes,F,5002
4065,3,24,filler,TT,yes,F,3712
4065,3,4,standard,FT,depends,J,2468
4065,3,3,standard,TF,no,F,3524
4065,3,26,filler,TT,yes,F,3812
4065,3,16,biscuit,TT,yes,F,3815
4065,3,14,biscuit,TT,yes,F,4537
4065,3,19,filler,FT,no,J,3075
7696,3,22,filler,TT,yes,F,4219
7696,3,1,standard,FT,depends,F,5913
7696,3,8,standard,TF,no,J,4094
7696,3,15,biscuit,TF,no,J,4453
7696,3,21,filler,TT,yes,F,4404
7696,3,12,biscuit,FT,depends,F,3301
7696,3,5,standard,TF,no,F,3251
7696,3,6,standard,TF,no,F,3731
7696,3,25,filler,FT,no,F,3481
7696,3,10,biscuit,FT,depends,J,3393
7696,3,9,standard,TF,no,F,3937
7696,3,23,filler,TF,no,F,4561
7696,3,17,biscuit,TT,yes,J,5507
7696,3,20,filler,TT,yes,J,4850
7696,3,7,standard,FT,depends,F,4289
7696,3,18,biscuit,TF,no,J,5460
7696,3,2,standard,TT,yes,J,5710
7696,3,27,filler,TT,yes,F,5620
7696,3,13,biscuit,FT,depends,J,7583
7696,3,11,biscuit,TT,yes,J,4787
7696,3,24,filler,TT,yes,J,4293
7696,3,4,standard,FT,depends,J,4334
7696,3,3,standard,TF,no,F,5677
7696,3,26,filler,TT,yes,J,4275
7696,3,16,biscuit,TT,yes,J,3251
7696,3,14,biscuit,TT,yes,J,3974
7696,3,19,filler,FT,no,F,3891
8005,3,22,filler,TT,yes,F,6670
8005,3,1,standard,FT,depends,F,6622
8005,3,8,standard,TF,no,J,8229
8005,3,15,biscuit,TF,no,J,9788
8005,3,21,filler,TT,yes,J,10317
8005,3,12,biscuit,FT,depends,F,14685
8005,3,5,standard,TF,no,J,6653
8005,3,6,standard,TF,no,J,6205
8005,3,25,filler,FT,no,J,11213
8005,3,10,biscuit,FT,depends,F,7694
8005,3,9,standard,TF,no,F,6302
8005,3,23,filler,TF,no,J,9629
8005,3,17,biscuit,TT,yes,F,7694
8005,3,20,filler,TT,yes,F,8846
8005,3,7,standard,FT,depends,J,7549
8005,3,18,biscuit,TF,no,J,11502
8005,3,2,standard,TT,yes,F,6990
8005,3,27,filler,TT,yes,F,14702
8005,3,13,biscuit,FT,depends,F,19181
8005,3,11,biscuit,TT,yes,F,12717
8005,3,24,filler,TT,yes,F,8798
8005,3,4,standard,FT,depends,J,7373
8005,3,3,standard,TF,no,J,10030
8005,3,26,filler,TT,yes,F,9613
8005,3,16,biscuit,TT,yes,F,6750
8005,3,14,biscuit,TT,yes,F,8589
8005,3,19,filler,FT,no,J,7741
9095,3,22,filler,TT,yes,F,2609
9095,3,1,standard,FT,depends,J,2011
9095,3,8,standard,TF,no,J,2475
9095,3,15,biscuit,TF,no,J,1930
9095,3,21,filler,TT,yes,F,2924
9095,3,12,biscuit,FT,depends,J,2889
9095,3,5,standard,TF,no,J,3113
9095,3,6,standard,TF,no,J,1573
9095,3,25,filler,FT,no,J,3566
9095,3,10,biscuit,FT,depends,F,3940
9095,3,9,standard,TF,no,J,2074
9095,3,23,filler,TF,no,J,3489
9095,3,17,biscuit,TT,yes,F,2581
9095,3,20,filler,TT,yes,F,4247
9095,3,7,standard,FT,depends,J,2099
9095,3,18,biscuit,TF,no,J,4065
9095,3,2,standard,TT,yes,F,2864
9095,3,27,filler,TT,yes,J,2659
9095,3,13,biscuit,FT,depends,J,3338
9095,3,11,biscuit,TT,yes,F,3784
9095,3,24,filler,TT,yes,F,1922
9095,3,4,standard,FT,depends,J,2047
9095,3,3,standard,TF,no,J,3709
9095,3,26,filler,TT,yes,F,2663
9095,3,16,biscuit,TT,yes,F,3205
9095,3,14,biscuit,TT,yes,F,2620
9095,3,19,filler,FT,no,J,2767
9485,2,22,filler,TT,yes,F,7779
9485,2,1,standard,TF,no,J,6692
9485,2,8,standard,FT,depends,J,4413
9485,2,15,biscuit,TT,yes,F,5309
9485,2,21,filler,TT,yes,F,8265
9485,2,12,biscuit,TT,yes,F,5574
9485,2,5,standard,FT,depends,J,3428
9485,2,6,standard,TT,yes,F,2744
9485,2,25,filler,TF,no,J,6094
9485,2,10,biscuit,TF,no,J,6957
9485,2,9,standard,TT,yes,F,4923
9485,2,23,filler,TT,yes,F,5308
9485,2,17,biscuit,FT,depends,J,5460
9485,2,20,filler,FT,no,J,8537
9485,2,7,standard,TF,no,J,4173
9485,2,18,biscuit,TT,yes,F,5886
9485,2,2,standard,FT,depends,J,6129
9485,2,27,filler,TT,yes,F,5665
9485,2,13,biscuit,TF,no,J,4778
9485,2,11,biscuit,FT,depends,J,4465
9485,2,24,filler,TF,no,J,5928
9485,2,4,standard,TF,no,J,5011
9485,2,3,standard,TT,yes,F,4099
9485,2,26,filler,FT,no,J,5589
9485,2,16,biscuit,TF,no,J,5564
9485,2,14,biscuit,FT,depends,J,7441
9485,2,19,filler,TT,yes,F,5748
2023,2,22,filler,TT,yes,F,3555
2023,2,1,standard,TF,no,J,2827
2023,2,8,standard,FT,depends,J,3907
2023,2,15,biscuit,TT,yes,F,3866
2023,2,21,filler,TT,yes,F,3965
2023,2,12,biscuit,TT,yes,F,4275
2023,2,5,standard,FT,depends,J,3595
2023,2,6,standard,TT,yes,F,3047
2023,2,25,filler,TF,no,J,3154
2023,2,10,biscuit,TF,no,J,2488
2023,2,9,standard,TT,yes,F,2914
2023,2,23,filler,TT,yes,F,3655
2023,2,17,biscuit,FT,depends,J,4281
2023,2,20,filler,FT,no,F,5656
2023,2,7,standard,TF,no,J,4096
2023,2,18,biscuit,TT,yes,F,3977
2023,2,2,standard,FT,depends,J,3475
2023,2,27,filler,TT,yes,F,4827
2023,2,13,biscuit,TF,no,J,3244
2023,2,11,biscuit,FT,depends,J,3720
2023,2,24,filler,TF,no,J,4720
2023,2,4,standard,TF,no,J,4182
2023,2,3,standard,TT,yes,F,3004
2023,2,26,filler,FT,no,F,3701
2023,2,16,biscuit,TF,no,J,4369
2023,2,14,biscuit,FT,depends,F,3676
2023,2,19,filler,TT,yes,F,3967
3524,2,22,filler,TT,yes,F,4172
3524,2,1,standard,TF,no,F,3541
3524,2,8,standard,FT,depends,J,3320
3524,2,15,biscuit,TT,yes,F,3722
3524,2,21,filler,TT,yes,F,3087
3524,2,12,biscuit,TT,yes,F,3198
3524,2,5,standard,FT,depends,F,2906
3524,2,6,standard,TT,yes,F,4815
3524,2,25,filler,TF,no,J,3979
3524,2,10,biscuit,TF,no,J,2803
3524,2,9,standard,TT,yes,F,4334
3524,2,23,filler,TT,yes,F,2729
3524,2,17,biscuit,FT,depends,J,3324
3524,2,20,filler,FT,no,J,3344
3524,2,7,standard,TF,no,J,3805
3524,2,18,biscuit,TT,yes,F,5658
3524,2,2,standard,FT,depends,F,2956
3524,2,27,filler,TT,yes,J,3392
3524,2,13,biscuit,TF,no,J,4316
3524,2,11,biscuit,FT,depends,J,3149
3524,2,24,filler,TF,no,J,5703
3524,2,4,standard,TF,no,J,2742
3524,2,3,standard,TT,yes,F,2493
3524,2,26,filler,FT,no,F,3246
3524,2,16,biscuit,TF,no,J,3172
3524,2,14,biscuit,FT,depends,J,4504
3524,2,19,filler,TT,yes,F,3730
2754,2,22,filler,TT,yes,F,2532
2754,2,1,standard,TF,no,J,2482
2754,2,8,standard,FT,depends,J,2853
2754,2,15,biscuit,TT,yes,F,3043
2754,2,21,filler,TT,yes,F,3087
2754,2,12,biscuit,TT,yes,F,2795
2754,2,5,standard,FT,depends,F,2256
2754,2,6,standard,TT,yes,F,2451
2754,2,25,filler,TF,no,J,2540
2754,2,10,biscuit,TF,no,J,2925
2754,2,9,standard,TT,yes,F,2809
2754,2,23,filler,TT,yes,F,2336
2754,2,17,biscuit,FT,depends,J,3095
2754,2,20,filler,FT,no,J,3409
2754,2,7,standard,TF,no,J,2575
2754,2,18,biscuit,TT,yes,F,2730
2754,2,2,standard,FT,depends,J,2886
2754,2,27,filler,TT,yes,F,3241
2754,2,13,biscuit,TF,no,J,2951
2754,2,11,biscuit,FT,depends,J,2860
2754,2,24,filler,TF,no,J,3149
2754,2,4,standard,TF,no,J,3004
2754,2,3,standard,TT,yes,F,2525
2754,2,26,filler,FT,no,F,2650
2754,2,16,biscuit,TF,no,J,2566
2754,2,14,biscuit,FT,depends,J,3220
2754,2,19,filler,TT,yes,F,3454
