ID,input_noise,N_visible_drift_tiles,N_visible_obstacles,eye_x,eye_y,saccade_direction_x,saccade_direction_y,saccade_amplitude,saccLandSite_dist_to_closestObstacle,saccLandSite_dist_to_spaceship
LJ28VA1,S,0.0,5.0,926.1602172851562,546.2516479492188,-10.1112060546875,-62.8585205078125,1.4677901479774316,4.345222911239381,4.985307186965129
FR04AN,N,0.0,1.0,960.3464965820312,474.8748779296875,27.9542236328125,-168.1090087890625,3.9235742719281697,11.082601560335998,1.1593110392510395
EH08OI1,N,0.0,7.0,986.5322418212892,394.39263916015625,62.96592712402344,-99.21755981445312,2.7077130504649425,4.7076766624058015,2.2761634899844125
OC19AS1,W,1.0,5.0,638.6877593994141,701.3443603515625,7.4453582763671875,-10.556396484375,0.2978749566318973,5.889227959185021,11.850920011934525
OR13UN1,S,0.0,4.0,3598.1372680664062,541.1868019104004,10.77423095703125,96.52135848999023,2.238406842180013,44.13838278955044,47.16821865323319
EH08OI1,S,0.0,0.0,1277.3382568359375,103.74127197265624,4.43426513671875,-4.76458740234375,0.1500877104905223,,8.46313929940728
AN10HA1,S,0.0,4.0,1330.1625061035156,803.79150390625,-226.1688537597656,70.29791259765625,5.444979519551268,3.070536563393406,14.06349805215685
ON27IN1,W,0.0,3.0,988.0621337890624,728.4477844238281,-91.95803833007812,-3.306427001953125,2.120896469164253,3.296942411677395,10.46200411977027
LJ28VA1,N,0.0,5.0,911.40966796875,547.7210998535156,8.88714599609375,32.82510375976563,0.7841289523148496,5.761921964936675,7.165460975977153
AR02AA,S,0.0,0.0,-662.8721313476562,588.431396484375,21.22381591796875,-0.91815185546875,0.4898538623872149,,33.215919513752695
AR02AA,S,0.0,3.0,1165.496124267578,907.0237426757812,202.5790100097656,-423.9119262695313,10.70755315335892,10.45514471569014,10.615554174584142
LA22KK1,S,0.0,2.0,-1420.56298828125,267.9337158203125,-9.94439697265625,1.132904052734382,0.2307936698890788,45.43864225643927,43.82113806279487
AE07EM1,N,0.0,4.0,1104.3835906982422,848.3798217773438,197.086669921875,-334.751953125,8.885741912588534,2.310459480382617,9.6921964406565
AN10HA1,W,0.0,10.0,924.272979736328,584.330078125,169.7767333984375,-268.0979919433594,7.278117883172347,6.790459099199622,3.396888374436493
AE07EM1,W,0.0,0.0,964.0856628417968,461.0864715576172,295.9938659667969,-252.0834045410156,8.893166692996772,,7.159297588414051
UD06AD,W,0.0,3.0,957.637664794922,442.03216552734375,0.8092041015625,-204.0257263183593,4.694212473091529,5.726522730719539,0.7448019555209806
EU29TT1,S,0.0,6.0,941.9138793945312,445.50006103515625,-0.2705841064453125,-25.72979736328125,0.5933247974998369,4.419783854646868,3.461127752412628
LA22KK1,S,0.0,1.0,947.3828735351562,379.0896606445313,-5.098876953125,-0.6177978515625,0.1184366828484374,9.567739235532644,2.514226810568484
OR13UN1,S,0.0,1.0,3058.1055755615234,434.16089630126953,-930.0021667480468,-100.490385055542,20.62981766783079,18.758897247371355,25.32475071405436
OK01UE,W,0.0,2.0,954.3998107910156,399.8712768554688,9.62152099609375,-5.733154296875,0.2582661221992038,7.606484996621371,2.869459143751132
OL01AC1,W,0.0,0.0,945.301727294922,234.5932006835937,-2.6785888671875,-12.1796875,0.2875653793035832,,5.988796701702077
RE25EK,S,0.0,12.0,2961.5796508789062,312.1184539794922,-1696.3453369140625,-285.8009033203125,34.69627264529736,5.224214385856303,9.0392124027816
ZC12VE,S,0.0,5.0,983.9845581054688,669.5513000488281,262.0059051513672,-260.392333984375,8.456041283787282,2.533312066146084,7.416980697781137
EH08OI1,W,0.0,0.0,963.4422912597656,449.5874938964844,-5.0394287109375,97.47137451171876,2.249475077099869,,6.727431406881805
MO07LN1,N,0.0,9.0,937.813446044922,471.4527282714844,256.9665832519531,-258.7495422363281,8.34942252378329,0.9799484297823065,5.688511008591484
OK01UE,W,0.0,0.0,10244.493896484377,-536.5619506835938,-116.08935546875,-4.23486328125,2.6767800702065854,,74.88058755873179
LA22KK1,N,0.0,1.0,1362.3421478271484,975.026138305664,-269.6569061279297,121.76696777343751,6.7907190602874135,25.050511921174483,18.64447981111025
UD06AD,W,1.0,15.0,1013.3328857421876,505.4052734375,145.53915405273438,-309.4037170410156,7.835353399880592,2.312418025772139,5.010132090652995
LA22KK1,N,0.0,0.0,-1305.580322265625,748.5561828613281,-111.30490112304688,44.924278259277344,2.7656455408792,,44.338546735815335
AR02AA,W,0.0,0.0,8108.54345703125,640.5317687988281,3.22998046875,0.4699172973632777,0.07526542325423,,70.88017731790957
AR02AA,N,0.0,0.0,1342.5814971923828,638.3318481445312,6.822265625000028,131.266357421875,3.028183579825129,,14.382089139612638
RE25EK,W,0.0,0.0,1098.208984375,843.69287109375,-204.9486389160156,376.3337097167969,9.785190965082856,,20.96335371161545
OK01UE,W,0.0,5.0,977.2850646972656,510.197265625,-2.328338623046875,85.34320068359375,1.967919415377068,5.547675956972311,7.479521658132514
LA22KK1,W,0.0,4.0,-1696.5307159423828,628.0377044677734,-13.59228515625,-0.6734619140625,0.3138110335124983,46.39317102006777,47.25047600343754
EH08OI1,S,0.0,1.0,838.3480834960938,646.4270629882812,12.89208984375002,-3.174316406250014,0.3061595578421775,5.955398610587994,8.855997242630062
LA22KK1,W,0.0,2.0,378.5817565917969,567.8391876220703,31.5089111328125,-1.328643798828125,0.7271826048502317,17.770641399931296,13.999426049038927
AG11ER1,S,0.0,0.0,1524.4886474609375,820.0859985351562,-398.731201171875,440.7101440429688,13.451834858086704,,22.033433044793
OR13UN1,S,0.0,3.0,1265.6446990966797,608.1615352630615,-26.213775634765625,-1.542236328125,0.6054961336220297,11.674032946928309,10.07204091877676
FR04AN,S,0.0,3.0,1017.8036499023438,466.07171630859375,54.72265624999999,-123.1644287109375,3.1047637596203184,6.543320096230963,3.2054667080244355
OK01UE,S,0.0,2.0,955.908660888672,530.8165893554688,1.055908203125,172.59320068359375,3.9735839609938974,1.9406235338474027,9.894838098132189
OK01UE,W,0.0,2.0,1078.6700744628906,563.4987182617188,46.06295776367188,-66.35858154296875,1.8620594052621608,9.934571748998918,6.524028702756968
LA22KK1,W,0.0,0.0,2316.62744140625,334.16880798339844,-1277.1748046875,-29.398223876953125,27.20999057935933,,2.126386602357885
TE26EI1,N,0.0,5.0,963.825164794922,405.56878662109375,2.184051513671875,-47.552490234375,1.0975526755704992,2.8787636508712,2.047534383921126
AE07EM1,S,1.0,5.0,859.5960540771484,441.81884765625,77.14863586425781,43.6612548828125,2.04326877077402,6.366907317999582,4.972224035183481
AR02AA,W,0.0,5.0,916.6548385620116,547.1185445785522,31.26016235351563,-75.09201145172119,1.8749538832028207,4.377593982273595,4.650480101244947
UD06AD,S,0.0,0.0,718.3258361816406,761.2235717773438,303.35552978515625,-310.4353942871094,9.908816593487552,,11.934395124050669
AR02AA,S,0.0,0.0,800.294303894043,248.7852554321289,15.441986083984377,52.00360107421875,1.250723187188773,,6.495092185624728
LJ28VA1,S,0.0,4.0,832.3014373779297,598.6602478027344,1.399017333984375,-42.57272338867188,0.9821343681548308,3.800262990549514,7.119641252033292
LA22KK1,S,0.0,0.0,1442.4488830566406,356.7269744873047,-1349.4538269042969,-1371.0169067382812,37.74796551092872,,31.893441417528845
TE26EI1,S,1.0,1.0,1025.2691345214844,438.3428955078125,14.520568847656245,-34.5762939453125,0.8646971102388863,7.471915029166986,3.6594538146820392
OR13UN1,N,0.0,3.0,902.0740966796876,603.5820770263672,-1.5155181884765625,13.183319091796877,0.3059983755715472,2.642427189547211,8.037457466070403
LA22KK1,N,0.0,0.0,994.5059661865234,567.5101623535156,7.453155517578125,-30.391632080078125,0.7215402642039376,,6.233369756090003
LA22KK1,N,0.0,6.0,1080.2063293457031,662.8358764648438,-293.27099609375,-96.78524780273438,7.085066798157425,4.544428203606548,7.790352195597547
AM19EA1,S,0.0,1.0,1261.8574981689453,544.1582794189453,2427.779190063477,367.8499145507813,44.66114802618645,50.05040691654487,48.51530583809584
ZC12VE,N,0.0,2.0,982.3045806884766,714.2343597412109,128.61732482910156,-66.58712768554688,3.3359578514900154,1.8828308706474992,9.346390911460691
RE25EK,S,0.0,8.0,1630.691879272461,498.2745513916016,-0.5775146484375,-2.18359375,0.0520835925062151,4.756540418513818,16.009311416284536
RE25EK,N,0.0,1.0,1009.1194152832032,661.0887756347656,5.778839111328125,-46.04940795898437,1.0700750645349784,8.734437345581672,8.026447982180494
OK01UE,W,0.0,9.0,1066.0007019042969,509.2643432617188,-28.78652954101564,142.009521484375,3.3374733854308736,3.8444568168216375,8.925983908403285
RE25EK,W,0.0,1.0,1197.681411743164,904.2313232421876,418.39088439941406,-54.957763671875,9.638742822324764,14.660972928750963,19.49659836789789
AR02AA,N,0.0,12.0,671.6882019042969,663.5296325683594,185.09130859375,-20.89228439331052,4.287175565978831,1.3547358444470274,8.810316467863275
AR02AA,S,0.0,1.0,1728.4644165039062,709.0596923828125,-2489.270568847656,204.0775756835937,45.14853237490204,33.708594367098904,36.393432815596746
UD06AD,S,0.0,0.0,786.6331939697266,1483.4483032226562,-27.294357299804688,1.1912841796875,0.6299647924038254,,26.339294236180223
TE26EI1,S,0.0,0.0,668.0550994873047,1654.3638916015625,-5.437622070312486,-0.18658447265625,0.1254617941414079,,29.65235777446926
UD06AD,N,0.0,0.0,1054.3219299316406,761.515380859375,12.712402343750014,-20.707794189453125,0.5602908928165528,,11.026851973015162
ON27IN1,N,0.0,6.0,998.3023376464844,467.486083984375,-3.808441162109375,37.97283935546875,0.8799538743581452,3.975809801657173,5.492360317366344
LL13AE1,N,0.0,2.0,1012.4689025878906,460.2421569824219,-9.696807861328123,16.547943115234375,0.442264194059393,5.921175083815911,4.887394883235317
LA22KK1,W,0.0,0.0,2342.6522216796875,1927.394775390625,-2.5137939453125,2.441162109375,0.0808013875855593,,41.03393202614152
EI13RE1,S,0.0,1.0,903.6008834838868,617.8031921386719,-66.22897338867188,-47.25103759765629,1.8753686511089764,4.68615464590145,7.392756060948841
OC19AS1,W,0.0,0.0,961.5511474609376,129.40869140625,2.002349853515625,93.07318115234376,2.1457029011848543,,3.9770220181798375
IT02IT1,W,1.0,3.0,849.5908050537109,825.2493286132812,-22.73675537109375,150.91912841796875,3.514957820414223,7.70595543250209,16.107449935704253
OK01UE,W,0.0,3.0,8363.84814453125,390.6785125732422,-862.239013671875,203.6888427734375,19.624705104782507,68.4110205683071,69.24238398537604
OL01AC1,S,0.0,3.0,983.8226318359376,443.1788330078125,4.357391357421868,-7.1131591796875,0.1923536243537197,0.6205010715828085,3.90359075792101
AR02AA,N,0.0,1.0,1442.6568603515625,769.4445037841797,-49.81843566894533,13.757003784179696,1.1916059738720266,22.12058638760216,15.203537094845869
ZC12VE,S,0.0,0.0,1167.8912353515625,1811.9249267578125,6.347686767578125,-8.99835205078125,0.2539275317045517,,31.93445169698699
AR02AA,W,0.0,4.0,1049.2706909179688,518.4102783203125,-13.405151367187486,15.19110107421875,0.467172724899767,4.557395012532692,6.338886092234495
OK01UE,S,0.0,1.0,1032.9590454101562,382.1550903320313,4.039520263671882,-8.222900390625,0.2112584831932595,1.355072634754937,3.064117275659052
AM19EA1,W,0.0,8.0,947.7362518310548,363.2063598632813,13.207839965820312,-114.97515869140624,2.666764805104012,4.79058234118436,0.5268811609739451
AR02AA,N,0.0,0.0,2211.7378540039062,523.5677871704102,-10.884140014648438,0.676658630371092,0.2514644721517285,,27.118688171540192
RO25EA1,S,0.0,4.0,974.7579040527344,301.10455322265625,1.638519287109375,-5.86737060546875,0.1404742863728203,4.050999459688019,0.7780192810572256
LA22KK1,W,2.0,9.0,2168.4091796875,1648.802490234375,-31.1016845703125,41.9403076171875,1.2038458618729289,29.803547587927653,36.65457191061428
AR02AA,S,1.0,2.0,1042.2926635742188,534.9317626953125,-5.635711669921875,460.5166015625,10.500848702509725,16.207452980837104,16.37566478172853
IT02IT1,S,0.0,0.0,1089.6727600097656,321.66864013671875,8.463836669921868,-0.7705078125,0.1959771329046413,,3.5204050178055093
ON27IN1,N,1.0,7.0,1048.3217163085938,460.8160095214844,124.5516357421875,-255.74725341796875,6.531128224859901,2.9109789416905003,5.249752612874182
AM19EA1,W,0.0,3.0,1076.8919067382812,547.5361938476562,77.27203369140625,-194.44552612304685,4.813514011816484,1.0489930784735173,4.98492482431921
OK01UE,W,0.0,2.0,1035.1334228515625,435.59967041015625,104.94650268554688,-140.4017333984375,4.035382028114556,6.307936687316312,4.321835041344071
AR02AA,W,0.0,5.0,1144.316375732422,475.38661193847656,6.11944580078125,-1.0691680908203107,0.1432479044675659,3.58527787463182,6.507595591637715
OR13UN1,N,2.0,11.0,839.2452239990234,555.3230285644531,9.055114746093745,-2.450927734375,0.2163177821836595,2.584421232172357,6.929378781147968
UD06AD,S,0.0,11.0,979.6902770996094,465.230224609375,21.715606689453125,-196.923583984375,4.558817592393929,2.616019267453147,1.0937146499903192
LA22KK1,S,1.0,7.0,-1809.071746826172,226.9434814453125,-10.3525390625,0.93975830078125,0.2397032908629505,47.0777414954009,48.14617797442501
OR13UN1,S,0.0,1.0,883.8186492919922,659.7892456054688,12.37176513671875,-21.9736328125,0.5814702854726594,11.70736270182116,8.522308050766755
RO25EA1,S,0.0,0.0,937.9286499023438,428.337646484375,163.8575439453125,-551.4977416992188,13.036896950597102,,9.594665568254108
ZC12VE,S,0.0,4.0,1058.1710815429688,650.4569702148438,5.892669677734375,-38.77423095703124,0.9043009322508196,0.8628411156852347,8.220798432598425
VE21IR1,N,0.0,0.0,1019.5892028808594,436.40380859375,-276.10606384277344,-1287.2606201171875,27.917193083229456,,24.654644533784
LA22KK1,W,0.0,10.0,3090.3514404296875,-89.49285888671875,11.4293212890625,3.196533203125,0.2736645008871762,38.866843133032766,41.22528605507539
EI13RE1,S,1.0,2.0,1226.93212890625,17.397781372070312,-36.63049316406251,-98.0758666992187,2.4127335112118447,5.918983012361615,9.65843394916788
FR04AN,N,0.0,5.0,951.9764080047609,535.2827758789062,113.62643241882324,-163.72198486328125,4.585650088626509,1.5165511021970293,3.4753142150634604
AE07EM1,S,1.0,6.0,856.6435089111328,501.685791015625,-74.13746643066406,-153.74337768554688,3.929718289346332,1.6678253893117592,4.335520563924966
AN10HA1,W,0.0,5.0,467.7113342285156,1293.111083984375,347.3480834960937,219.7528076171875,9.392933057197398,16.11885373637787,26.717095467848925
OL01AC1,W,0.0,0.0,974.2790832519532,131.90045166015625,207.00711059570312,-411.697021484375,10.506633419039307,,10.68033146835078
OR13UN1,N,1.0,4.0,874.1683197021484,342.8597412109375,-2.913513183593764,2.19091796875,0.0840597829863109,6.918851676958761,2.574255109625524
EL10RM1,N,0.0,0.0,3206.954406738281,648.8415222167969,-2010.0263671875,167.79183959960938,39.068766151233085,,13.536125897435983
EH08OI1,S,0.0,1.0,925.389617919922,466.4651794433594,-3.3313446044921875,-7.72015380859375,0.1938882499936275,9.779300078069369,4.405525290428722
UD06AD,N,0.0,8.0,955.5403747558594,449.4378662109375,2.3624267578125,-33.18505859375,0.7671176793951904,3.4730822384854525,3.369808876602117
RE25EK,N,0.0,2.0,2996.68994140625,138.27911376953125,-3171.040283203125,-690.5726013183594,52.56171638606979,27.263082770377377,29.332189807622296
AM19EA1,N,0.0,12.0,381.5020446777344,360.5407104492188,-1.072845458984375,2.02996826171875,0.0529450895203517,6.965880457699941,13.16087926777912
AR02AA,W,0.0,1.0,989.0071544647216,476.401596069336,0.2548828125000018,-2.206359863281243,0.051215640254102,6.216379872482311,4.767276161872421
LA22KK1,S,0.0,4.0,996.4069519042968,494.5356140136719,-25.57373046875,2.49627685546875,0.5924959833758776,3.092970049028496,5.234969284791095
LA22KK1,W,0.0,5.0,-738.5771026611328,560.6490173339844,40.679443359375,0.3592681884765634,0.9379955565932148,30.0330265148338,34.021856532863424
AE07EM1,S,0.0,0.0,1025.9162292480469,298.4405212402344,128.40557861328128,-255.99566650390625,6.575063135401441,,6.956456323524067
LA22KK1,S,0.0,5.0,-1028.7301330566406,284.7038879394531,95.25021362304688,-10.55738830566407,2.208766600087103,37.69628621610644,37.22179363811007
ON27IN1,S,0.0,3.0,908.819793701172,291.6114807128906,2.49468994140625,-8.521118164062514,0.2047385566511251,1.748664958296576,1.0294359311394634
AR02AA,S,0.0,2.0,1044.4539184570312,618.1117858886719,-57.85397338867188,38.40652465820313,1.6008648552416624,6.240377862670354,8.872901236864044
AE07EM1,W,0.0,0.0,990.6464080810548,873.2871398925781,240.7037506103516,-348.8881225585937,9.680866756069982,,8.613009182408762
AG11ER1,N,0.0,0.0,1024.040786743164,383.0079345703125,147.6810302734375,-240.07861328125,6.471947056746021,,5.087316841564064
AR02AA,S,0.0,0.0,639.3165435791016,376.0595779418945,-399.0455627441406,35.20336151123047,9.158668817069112,,16.321143571177608
OL01AC1,N,0.0,0.0,952.4845581054688,367.02239990234375,-4.987335205078125,1.2025146484375,0.1183004207713127,,2.2687773249373966
LJ28VA1,W,0.0,0.0,968.4190673828124,260.19989013671875,-11.075653076171877,30.37286376953125,0.7454506192600755,,0.4806076458276667
AM19EA1,W,0.0,0.0,916.777114868164,412.1910552978516,186.2046661376953,-285.3646850585937,7.808595006577055,,4.753727268741081
AR02AA,W,0.0,1.0,1328.9759521484375,808.2979431152344,19.39074707031253,3.541717529296875,0.4545263902414933,15.726571824999708,15.094315858960194
AG11ER1,W,0.0,2.0,1172.4301147460938,362.42486572265625,87.37689208984375,-100.23712158203124,3.0633859083133474,5.803810565252979,7.01870110060389
ZC12VE,N,0.0,0.0,1582.811065673828,724.8162231445312,50.95870971679696,28.217681884765625,1.342956057962431,,18.55267265968902
OK01UE,W,0.0,1.0,1027.5877990722656,507.2467041015625,-2.157684326171868,-43.54302978515625,1.0052041601849229,5.20592524655692,4.749797431011265
AN10HA1,N,0.0,0.0,1102.8582000732422,559.4866485595703,-10.93856811523434,2.878494262695316,0.2608221231038156,,7.412617327818066
EL10RM1,S,0.0,6.0,970.0001525878906,451.7510070800781,14.409942626953123,-109.05984497070312,2.535054166659206,2.6167662608404543,1.816373764741984
LA22KK1,N,0.0,0.0,1013.8204498291016,639.5126342773438,386.2209014892578,-885.6613464355469,21.249222075507014,,15.35225119719964
LA22KK1,S,0.0,4.0,-2232.0572204589844,181.68153381347656,-39.10055541992188,3.4469146728515625,0.9050559876753546,51.74750773038407,52.39843715678455
AE07EM1,W,0.0,3.0,1233.1731567382812,893.4421844482422,-79.0391845703125,43.73272705078131,2.08206695146196,10.218382284913952,15.65995202244091
RE25EK,S,0.0,7.0,188.7744140625,779.3867034912109,-4.2749786376953125,-3.1688232421875,0.122707103351361,11.59872121384171,20.339725918117846
AR02AA,S,0.0,1.0,-703.697265625,494.9600830078125,-84.63934326171875,16.306243896484375,1.9868245170210488,38.60840086648268,35.29526720829861
LA22KK1,W,0.0,0.0,1840.1661376953125,1100.5584716796875,-64.811279296875,58.455078125,2.0117559681541235,,25.97180825976623
AN10HA1,N,0.0,0.0,982.1218566894532,259.2503662109375,62.34234619140626,12.97406005859375,1.4680551227711829,,2.085757216570268
AR02AA,W,0.0,2.0,930.6033325195312,395.8016815185547,10.840179443359377,-164.12818908691406,3.787414135220958,4.286648222708864,0.9299253769544056
OR13UN1,N,1.0,4.0,5852.101493835449,418.11060333251953,223.2232360839844,-7.65869140625,5.13661253659415,64.13285875143086,64.12725322882132
OK01UE,N,0.0,1.0,1017.4343566894532,416.27142333984375,23.982330322265632,-76.90673828125,1.856996762467297,1.5971005366231297,2.5715517641190004
OK01UE,W,0.0,5.0,1053.7018432617188,399.45745849609375,33.237915039062486,-81.19573974609375,2.0222847087007603,1.9126058630031493,3.2577508773727533
AM19EA1,S,0.0,0.0,957.2178649902344,427.1130676269531,43.79049682617188,-224.1747436523437,5.252271612692089,,1.8878016674757407
LA22KK1,S,1.0,0.0,225.7142639160156,403.2415771484375,-6.446502685546875,0.587066650390625,0.1492671588932968,,16.729051977752224
EU29TT1,W,0.0,1.0,1012.3577575683594,381.7775268554688,25.17117309570312,-135.85443115234375,3.182758898009451,4.68323825442715,2.003728710966714
AG11ER1,N,2.0,12.0,998.7328643798828,608.4299926757812,-6.453948974609374,23.95953369140625,0.5721662904775991,3.812001127964128,8.343486937787738
AR02AA,W,0.0,6.0,952.0879821777344,305.05674743652344,-0.13995361328125,21.49816894531247,0.4957326016973843,6.275995424613728,1.3047538954726254
LA22KK1,W,0.0,4.0,3637.433837890625,390.779052734375,893.134765625,40.32695007324219,19.789702057852008,53.03916881591835,55.238807941668185
UD06AD,N,0.0,3.0,1027.0155029296875,512.2703247070312,53.206329345703125,-114.05072021484376,2.899568836452657,6.460482511902066,4.141679750502129
OL01AC1,W,0.0,0.0,933.8899841308594,308.00701904296875,-17.360870361328125,70.0463562011719,1.663629259628193,,2.635350887670445
OK01UE,W,0.0,5.0,6485.307861328125,324.3571014404297,-1215.83251953125,-260.59356689453125,26.585210114245,60.20635741643557,60.09635864961739
LA22KK1,W,0.0,1.0,430.83203125,579.6488647460938,-156.318115234375,16.766601562500014,3.620448102703935,16.859738448264654,16.877010946064665
EI13RE1,W,0.0,2.0,959.5626831054688,450.4729919433594,76.33770751953125,-126.16140747070312,3.3963288671800167,8.243942961638538,2.2649152476238856
OR13UN1,N,0.0,6.0,818.5762939453125,346.48211669921875,16.995056152343736,-79.171875,1.8665822956313929,2.329499259700192,2.729528847500695
AN10HA1,W,1.0,1.0,706.62255859375,1131.66748046875,-21.57138061523437,-5.409423828125,0.5128107264700669,13.27631421536315,19.8602717474694
AN10HA1,W,0.0,0.0,1134.0931091308594,760.5189514160156,-64.559326171875,110.378173828125,2.946050071680043,,13.834808048753374
ZC12VE,S,1.0,4.0,933.8095855712892,562.0424194335938,91.35270690917967,-144.7259521484375,3.94029484854469,5.107361817393397,3.7671651837352025
EL10RM1,N,0.0,3.0,-3813.085266113281,272.93017578125,27.67578125,0.25128173828125,0.6381862941997968,61.463565825072656,62.33356162107008
OL01AC1,W,0.0,8.0,1071.7156982421875,454.9534301757813,9.918914794921877,-14.17132568359375,0.3988684216403036,4.31927655800413,4.904402439724266
OK01UE,S,0.0,3.0,935.6538543701172,484.072021484375,-17.043807983398434,-271.13214111328125,6.239695083375984,5.216632528560993,1.5479205341639428
